run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,extracted_city,extracted_state,extracted_market_reason,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0079,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,100,LC-20260602-011,art_1647b0b78bbec98c,Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA,https://www.connectcre.com/stories/mayor-bass-adaptive-reuse-key-to-revitalizing-downtown-la/,"Mon, 01 Jun 2026 20:50:28 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Apartments | June 1, 2026 By: Paul Bubny Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA Along with crime and homelessness, the challenge of affordability—both in rents and in development—was a key issue for Los Angeles when Mayor Karen Bass was running for election three-and-a-half ago. “Everybody told me when I was running that you ca",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Office-to-Residential Conversion - Los Angeles / California - Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA,California,Los Angeles,Office-to-Residential Conversion,CBRE,CBRE,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,25,95,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,Mayor Bass: Adaptive Reuse Key to Revitalizing Downtown LA,Connect CRE,https://www.connectcre.com/stories/mayor-bass-adaptive-reuse-key-to-revitalizing-downtown-la/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0084,Disposition / Exit - Other / Unknown - Marcus & Millichap Arranges Sale of 24-Unit Multifamily Property Lake Country Apartments i...,100,LC-20260602-006,art_aac28584f7614e52,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,"Fri, 29 May 2026 21:59:36 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Apartments | May 29, 2026 By: Paul Bubny Covina Apartments Trade on In-Place Cash Flow, Rental Upside Marcus & Millichap has closed the sale of Vincent Village, a 40-unit apartment property located at 4810 N. Vincent Ave. in Covina. The property sold for $8.2 million, or $205,000 per unit, at a 5.9% cap rate with approximately 29% rental upside.. ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,,,,"Disposition / Exit - Los Angeles / California - Covina Apartments Trade on In-Place Cash Flow, Rental Upside",California,Los Angeles,Apartment,Marcus & Millichap,Unknown,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,21,95,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE California,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0093,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,80,LC-20260602-017,art_7ffcfcf412093268,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,https://la.urbanize.city/post/updated-plan-apartments-1238-lincoln-blvd-santa-monica,"Thu, 28 May 2026 13:10:00 +0000","Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica | Urbanize LA Skip to main content Advertisement Advertisement Lincoln Property Company is revamping its plans to building housing on the longtime site of the Boys & Girls Clubs of Santa Monica . A filing made in April for the property at 1238 Lincoln Boulevard reveals a new look for the project, with Patrick Tighe Architecture taking of design work for the new building. Plans now call for the construction of an eight-story buildi",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-05-28,2026-06-02,5,recent_4_14d,usable_recent,published date parsed; article age 5 day(s),77,accessible,,,,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Santa Monica / California,Los Angeles,Apartment,,Unknown,Site Acquisition / Site Control,site_parcel_activity,site acquisition signal: to build development project,Site Acquisition / Site Control,Reappearing,10,95,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; No explicit timing reference,Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,Urbanize LA,https://la.urbanize.city/post/updated-plan-apartments-1238-lincoln-blvd-santa-monica,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0047,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,100,LC-20260602-071,art_317a006b785fbe0a,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,"Wed, 29 Apr 2026 22:15:05 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | April 29, 2026 By: Paul Bubny JLL Lines Up $144M Construction Loan for Santa Ana Multifamily JLL Capital Markets recently arranged a $144-million construction loan for The Carina, a 408-unit multifamily development project in Santa Ana. Senior director Jamie Kline, director Charlie Vorsheck, senior analyst Nick Englhard and analyst ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,Development Activity,repeat_penalized,2026-04-29,2026-06-02,34,old_31d_plus,historical_only,published date parsed; article age 34 day(s),5,accessible,,,,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,California,Apartment,JLL,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,40,94,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0094,General Project Signal - New York City / New York - Avison Young Arranges $404M Permanent Loan for Iconic 479-Unit Multifamily Building The Ar...,100,LC-20260602-015,art_5bff164e85001b54,Avison Young Arranges $404M Permanent Loan for Iconic 479-Unit Multifamily Building The Archive at 666 Greenwich Street,https://yieldpro.com/2026/06/666-greenwich-street/,"Mon, 01 Jun 2026 15:20:28 +0000","Deal boom News Facebook Twitter Linkedin Global real estate advisor Avison Young arranged a $404 million mortgage loan on behalf of an affiliate of Rockrose Development for The Archive , a 479-unit one-of-a-kind luxury rental apartment building located at 666 Greenwich Street in the heart of Manhattan’s West Village neighborhood. The financing was provided by Freddie Mac through PNC Bank as seller-servicer. Avison Young’s Tri-State Debt and Equity Finance team led by Principals Scott Singer and ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,Development Activity,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Avison Young Arranges $404M Permanent Loan for Iconic 479-Unit Multifamily Building The Archive at 666 Greenwich Street,New York City / New York,Manhattan,Apartment,PNC Bank,Unknown,Unknown Stage,excluded,transaction override: operating asset sale/acquisition,Unknown Stage,Unknown,21,93,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Avison Young Arranges $404M Permanent Loan for Iconic 479-Unit Multifamily Building The Archive at 666 Greenwich Street,Yield PRO,https://yieldpro.com/2026/06/666-greenwich-street/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0135,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",100,LC-20260602-038,art_0b840d252a0c4170,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/,2026-06-01T15:26:54Z,"The Hawthorne in Riverside, Calif., features 184 apartments, a pool, spa, fitness center and clubhouse with entertainment areas. Acquisitions California Multifamily Western PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California by Amy Works June 1, 2026 June 1, 2026 2 RIVERSIDE, CALIF. — A joint venture between PCCP Multifamily and Alliance Residential Co. has purchased The Hawthorne, an apartment property located at 9170 Indiana Ave. in Riverside, for $65.3 milli",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),48,accessible,,,,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",Riverside / California,Riverside,Apartment,PCCP,Unknown,Site Acquisition / Site Control,excluded,transaction override: operating asset sale/acquisition,Site Acquisition / Site Control,Reappearing,13,93,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"PCCP, Alliance Residential Buy 184-Unit Multifamily Community in Riverside, California",REBusiness Online,https://rebusinessonline.com/pccp-alliance-residential-buy-184-unit-multifamily-community-in-riverside-california/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0036,Acquisition - Atlanta / Georgia - Converted Belmont Mill Trades for $55.5M,100,LC-20260602-054,art_e4a7e8fdf3c3fe83,Converted Belmont Mill Trades for $55.5M,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,"Mon, 01 Jun 2026 14:42:03 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Carolinas + Apartments | June 1, 2026 By: Mike Boyd Converted Belmont Mill Trades for $55.5M Harbor Group International purchased Chronicle Mill at 96 Catawba St. in Belmont from Armada Hoffler Realty Trust (AH). The Charlotte Business Journal reports the Chronicle Mill is a 238-unit adaptive-reuse apartment complex with 9,000 square feet of commer",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Converted Belmont Mill Trades for $55.5M,Atlanta / Georgia,Atlanta,Student Housing,Harbor Group International,Unknown,Site Acquisition / Site Control,excluded,transaction override: operating asset sale/acquisition,Site Acquisition / Site Control,Reappearing,11,93,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,Converted Belmont Mill Trades for $55.5M,Connect CRE Apartments,https://www.connectcre.com/stories/converted-belmont-mill-trades-for-55-5m/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0035,BTR / Build-to-Rent - Atlanta / Georgia - Crescent Debuts 151-Unit Lawrenceville BTR Community,100,LC-20260602-033,art_fc1311cd1f2aa0cf,Crescent Debuts 151-Unit Lawrenceville BTR Community,https://www.connectcre.com/stories/crescent-debuts-151-unit-lawrenceville-btr-community/,"Mon, 01 Jun 2026 15:15:27 +0000","Atlanta & Southeast News In Your Inbox Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Atlanta & Southeast + Atlanta Metro + Apartments | June 1, 2026 By: Mike Boyd Crescent Debuts 151-Unit Lawrenceville BTR Community Crescent Communities opened its latest build-to-rent community, this one in Lawrenceville. The 151-unit project will be Crescent Communities’ 13th multifamily investment in the greater Atlanta market. Its the first under its Harmon brand. Ha",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,BTR / Build-to-Rent - Atlanta / Georgia - Crescent Debuts 151-Unit Lawrenceville BTR Community,Unknown,Atlanta,BTR / Single-Family Rental,Crescent Communities,Unknown,Delivery / Opening,excluded,no clear development milestone,Delivery / Opening,Mature / Operating,9,92,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; opened,Crescent Debuts 151-Unit Lawrenceville BTR Community,Connect CRE Apartments,https://www.connectcre.com/stories/crescent-debuts-151-unit-lawrenceville-btr-community/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0154,General Project Signal - Miami / Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,100,LC-20260602-051,art_4cc2b5705959ef00,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,"Fri, 08 May 2026 13:49:58 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 8, 2026 By: Mike Boyd S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan Catalfumo Companies landed a $401 million first-mortgage completion-to-inventory loan secured by The Ritz-Carlton Residences, Palm Beach Gardens, a 14-acre, three-tower luxury branded residential and private marina development on t",valid,title/source/url metadata are internally consistent,GP / Capital Activity,Development Activity,repeat_penalized,2026-05-08,2026-06-02,25,stale_15_30d,stale_penalized,published date parsed; article age 25 day(s),35,accessible,,,,General Project Signal - Miami / Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Unknown,South Florida,Apartment,Berkadia,Berkadia,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,43,90,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0079,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,100,LC-20260602-030,art_426090ff840b98cb,L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,https://commercialobserver.com/2026/06/la-mayor-karen-bass-housing-downtown/,"Mon, 01 Jun 2026 18:50:42 +0000","Industry Los Angeles Development L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown The incumbent made her case to L.A.’s commercial real estate industry ahead of the June 2 primary By Greg Cornfield June 1, 2026 2:50 pm reprints Los Angeles Mayor Karen Bass (left) and Lew Horne, president of CBRE's offices in Southern California. PHOTO: Gregory Cornfield/Commercial Observer With Los Angeles’ primary election this week, housing and affordability have dominated the election , as",valid,title/source/url metadata are internally consistent,Development Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Office-to-Residential Conversion - Los Angeles / California - L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,California,Los Angeles,Affordable Housing,CBRE,CBRE,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,22,90,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,L.A. Mayor Karen Bass On Fast-Tracking Housing and Reviving Downtown,Commercial Observer,https://commercialobserver.com/2026/06/la-mayor-karen-bass-housing-downtown/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0070,"Disposition / Exit - Los Angeles / California - Covina Apartments Trade on In-Place Cash Flow, Rental Upside",100,LC-20260602-023,art_aac28584f7614e52,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,"Fri, 29 May 2026 21:59:36 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Los Angeles + Apartments | May 29, 2026 By: Paul Bubny Covina Apartments Trade on In-Place Cash Flow, Rental Upside Marcus & Millichap has closed the sale of Vincent Village, a 40-unit apartment property located at 4810 N. Vincent Ave. in Covina. The property sold for $8.2 million, or $205,000 per unit, at a 5.9% cap rate with approximately 29% rental upside.. ",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-05-29,2026-06-02,4,recent_4_14d,usable_recent,published date parsed; article age 4 day(s),66,accessible,,,,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Los Angeles / California,Unknown,Apartment,Marcus & Millichap,Unknown,Unknown Stage,excluded,transaction override: operating asset sale/acquisition,Unknown Stage,Reappearing,21,90,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; 2026,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Connect CRE California,https://www.connectcre.com/stories/covina-apartments-trade-on-in-place-cash-flow-rental-upside/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0058,Acquisition - Houston / Texas - Town Lane Picks Up 186-Bed League City Sr. Living Facility,100,LC-20260602-036,art_15ef1e7cdf7eb5d2,Town Lane Picks Up 186-Bed League City Sr. Living Facility,https://www.connectcre.com/stories/town-lane-picks-186-bed-league-city-sr-living-facility/,"Mon, 01 Jun 2026 16:14:20 +0000","Texas CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Texas + Houston-Galveston + Senior Housing | June 1, 2026 By: Mike Boyd Town Lane Picks Up 186-Bed League City Sr. Living Facility Berkadia brokered the sale of Grand Living at Tuscan Lakes, a Class-A senior living community in League City, Texas, approximately 30 miles southeast of downtown Houston. Grand Living at Tuscan Lakes was purchased by Town Lane and Arcole Partners, it",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Acquisition - Houston / Texas - Town Lane Picks Up 186-Bed League City Sr. Living Facility,Unknown,Houston,Senior Housing,Berkadia,Berkadia,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,90,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Town Lane Picks Up 186-Bed League City Sr. Living Facility,Connect CRE Texas,https://www.connectcre.com/stories/town-lane-picks-186-bed-league-city-sr-living-facility/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0101,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,100,LC-20260602-039,art_86d3cff087fb1b43,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,"Thu, 21 May 2026 14:05:25 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | May 21, 2026 By: Mike Boyd Alta Developers Lands $91.8M Construction Loan for Miami Apartments Madison Realty Capital originated a $91.8 million construction loan to Alta Developers for the development of Alta Sunset, a 314-unit multifamily project located at 6075 Sunset Drive in South Miami, Florida. Upon comple",valid,title/source/url metadata are internally consistent,GP / Capital Activity,Development Activity,repeat_penalized,2026-05-21,2026-06-02,12,recent_4_14d,usable_recent,published date parsed; article age 12 day(s),55,accessible,,,,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Miami / Florida,Miami,Apartment,Miami Apartments Madison Realty Capital,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,39,89,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; 2026,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0139,"Entitlement / Permitting - San Francisco / California - Demolition Permits Filed For 860-880 McAllister Street, San Francisco",100,LC-20260602-022,art_b552bc82623933f8,"Demolition Permits Filed For 860-880 McAllister Street, San Francisco",https://sfyimby.com/2026/06/demolition-permits-filed-for-860-880-mcallister-street-san-francisco.html,"Mon, 01 Jun 2026 12:30:21 +0000","880 McAllister Street, rendering by DLR Group By: Andrew Nelson 5:30 am on June 1, 2026 Demolition permits have been filed for three existing structures within the Freedom West housing cooperative in San Francisco’s Fillmore District . The application would bolster the construction of the first new complex of the Freedom West 2.0 masterplan with over a hundred units of affordable senior housing at 880 McAllister Street . MacFarlane Partners and Avanath Capital Management are the project sponsors",suspicious_duplicate,source-feed signal bleed suspected,Development Activity,,repeat_penalized,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),58,accessible,,,,"Entitlement / Permitting - San Francisco / California - Demolition Permits Filed For 860-880 McAllister Street, San Francisco",Unknown,San Francisco,Senior Housing,MacFarlane Partners,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,20,89,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"Demolition Permits Filed For 860-880 McAllister Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/06/demolition-permits-filed-for-860-880-mcallister-street-san-francisco.html,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0100,Refinancing - Miami / Florida - Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables an...,100,LC-20260602-043,art_0d5e3cef7b579bf5,Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,https://yieldpro.com/2026/06/merrick-parc/,"Mon, 01 Jun 2026 21:06:12 +0000","Deal boom News Facebook Twitter Linkedin Miami and New York-based real estate developer Baron Property Group(“BPG”) announced the closing of a $30 million land loan refinancing and pre-development loan for the development of Merrick Parc , a highly anticipated mixed-use residential project located in Coral Gables. Knighthead Funding, LLC, a US-based commercial real estate lender, provided the financing. In conjunction with the financing, BPG announced that New York-based developer LargaVista Com",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,Refinancing - Miami / Florida - Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables an...,Unknown,Miami,Mixed-Use Residential,IPA,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,46,88,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Baron Property Group Secures Pre-Development Financing for Merrick Parc in Coral Gables and Announces New Partner,Yield PRO,https://yieldpro.com/2026/06/merrick-parc/,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0054,New plan unveiled for West Hollywood's Melrose Triangle development,80,LC-20260602-040,art_737c64338f6aec41,New plan unveiled for West Hollywood's Melrose Triangle development,https://la.urbanize.city/post/new-plan-unveiled-west-hollywoods-melrose-triangle-development,"Mon, 01 Jun 2026 13:15:00 +0000","New plan unveiled for West Hollywood's Melrose Triangle development | Urbanize LA Skip to main content Advertisement Advertisement A recent community presentation offers up a look at the latest plan for the vacant Melrose Triangle site in West Hollywood. The project from The Charles Company , located on a block-spanning site at 9060 Santa Monica Boulevard, began excavation in 2021, but has remained an empty pit in the five years that have since passed. Plans to redevelop the site - which is name",valid,title/source/url metadata are internally consistent,Market Intelligence,Development Activity,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,New plan unveiled for West Hollywood's Melrose Triangle development,Los Angeles / California,Hollywood,Apartment,,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,10,88,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; in 2021,New plan unveiled for West Hollywood's Melrose Triangle development,Urbanize LA,https://la.urbanize.city/post/new-plan-unveiled-west-hollywoods-melrose-triangle-development,High
2026-06-02,20260602-010310-89150adf,PRJ-20260602-0153,BTR / Build-to-Rent - Phoenix / Arizona - Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,100,LC-20260602-028,art_2fc2839996d4b16a,Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,https://www.multifamilydive.com/news/berkshire-Hathaway-merger-and-acquisition-homebuilder/821651/,"Mon, 01 Jun 2026 15:51:59 -0400","An article from Dive Brief Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B The Scottsdale, Arizona-based firm builds rentals through its Yardly brand, which received a $3 billion injection last year. Published June 1, 2026 Leslie Shaver Senior Reporter Share Copy link Email LinkedIn X/Twitter Facebook Print License Add us on Google Taylor Morrison's Pear Tree development in Napa, California. Courtesy of Taylor Morrison Dive Brief: Berkshire Hathaway is acquiring home builder Tay",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,acceptable_repeat,2026-06-01,2026-06-02,1,fresh_0_3d,current,published date parsed; article age 1 day(s),78,accessible,,,,BTR / Build-to-Rent - Phoenix / Arizona - Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,California,Scottsdale,BTR / Single-Family Rental,Berkshire Hathaway,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,87,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Berkshire Hathaway acquires BTR player Taylor Morrison for $8.5B,Multifamily Dive,https://www.multifamilydive.com/news/berkshire-Hathaway-merger-and-acquisition-homebuilder/821651/,High
