run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-025,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,California,Unknown,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,26,81,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; 2026,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0054,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,80,LC-20260524-028,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,California,Koreatown,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,23,81,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0074,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,LC-20260524-027,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,24,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0067,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260524-038,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,California,Los Angeles,Multifamily,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,22,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; No explicit timing reference,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-049,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,California,General Residential,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,59,78,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-002,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,California,California,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,77,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0067,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260524-007,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Early Site Signal,approval_watch,matched entitlement,Early Site Signal,Reappearing,30,77,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Office-to-Residential Conversion; No explicit timing reference,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0067,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260524-033,"Disposition / Exit - Los Angeles - L.A.'s poor ParkScore, Oceanwide sale delayed, and more",California,Los Angeles,General Residential,Unknown,Unknown,Distressed / Stalled,approval_watch,matched permit,Distressed / Stalled,Stalled,100,76,Unknown Timing,Low,Low,High,Low,Relevant to acquisition / JV timing,"Monitor sponsor stress, lender exposure, and potential restart or rescue capital path",Distressed / Stalled; Delayed / paused; General Asset Signal; No explicit timing reference,"L.A.'s poor ParkScore, Oceanwide sale delayed, and more",Urbanize LA,https://la.urbanize.city/post/las-poor-parkscore-oceanwide-sale-delayed-and-more,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0036,Construction Financing - Sun Belt - LV Collective and Kayne Anderson Real Estate Refinance Atlanta Student Housing Community R...,80,LC-20260524-016,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",Sun Belt,Atlanta,Affordable Housing,Unknown,Unknown,Early Site Signal,excluded,no clear development milestone,Early Site Signal,Reappearing,24,76,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Affordable / Density Bonus Strategy; No explicit timing reference,"Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Renovation",REBusiness Online,https://rebusinessonline.com/dominium-acquires-affordable-seniors-housing-community-in-duluth-georgia-plans-9-9m-renovation/,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0103,"General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",80,LC-20260524-052,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",Other / Unknown,Unknown,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,19,76,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",SF YIMBY,https://sfyimby.com/2026/05/formal-application-for-19300-stevens-creek-boulevard-cupertino.html,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0088,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,LC-20260524-030,Investment Firm Acquires SoHo Mixed-Use for $43M,New York,New York,Mixed-Use Residential,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,21,75,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; 2026,Investment Firm Acquires SoHo Mixed-Use for $43M,Connect CRE,https://www.connectcre.com/stories/investment-firm-acquires-soho-mixed-use-for-43m/,High
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0031,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,80,LC-20260524-062,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Anaheim,General Residential,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,51,74,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; 2026,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-008,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,California,California,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove California,Yield PRO,https://yieldpro.com/2026/05/mosa-apartment-homes/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-009,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,California,California,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-010,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,California,California,Apartment,Unknown,northmarq,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-multifamily-sale-serves-as-benchmark-for-fresno-market/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-012,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,California,California,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-101-pacific-coast-hwy-long-beach,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0056,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,LC-20260524-013,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,California,L.A.,Multifamily,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,33,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0074,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,LC-20260524-014,"Acquisition - Sun Belt - Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Sun Belt,Miami,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,32,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Commercial Observer,https://commercialobserver.com/2026/05/breevest-avida-aventura-fifield-multifamily-housing/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0067,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260524-023,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Early Site Signal,excluded,no clear development milestone,Early Site Signal,Reappearing,30,73,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Office-to-Residential Conversion; No explicit timing reference,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0070,Southern Land Company Begins Pre-Leasing for Bria Symphony Park and Gemma in the Two New Downtown Las Vegas Luxury Apartment Communities,80,LC-20260524-063,"Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",Other / Unknown,Los Angeles,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,,Reappearing,17,73,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",SF YIMBY,https://sfyimby.com/2026/05/plans-increase-for-1223-east-33rd-avenue-in-fruitvale-oakland.html,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-021,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,Senior Housing,Unknown,JLL,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,61,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0067,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260524-019,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,California,Los Angeles,Workforce Housing,Unknown,Unknown,Unknown Stage,construction_delivery_watch,matched opens,Unknown Stage,Reappearing,34,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0132,"General Project Signal - Other / Unknown - Construction Begins on Second Phase of Luxury Apartment Project in Blue Springs, Missouri",80,LC-20260524-017,"Entitlement / Permitting - Other / Unknown - Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",Unknown,Unknown,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,approval_watch,matched permit,,Reappearing,21,72,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Entitlement Play; No explicit timing reference,"Plans Increase For 1223 East 33rd Avenue in Fruitvale, Oakland",SF YIMBY,https://sfyimby.com/2026/05/plans-increase-for-1223-east-33rd-avenue-in-fruitvale-oakland.html,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0130,"General Project Signal - Other / Unknown - Formal Application For 19300 Stevens Creek Boulevard, Cupertino",100,LC-20260524-031,"General Project Signal - Other / Unknown - Formal Application For 19300 Stevens Creek Boulevard, Cupertino",Unknown,Unknown,Apartment,Hanover Company,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Formal Application For 19300 Stevens Creek Boulevard, Cupertino",SF YIMBY,https://sfyimby.com/2026/05/formal-application-for-19300-stevens-creek-boulevard-cupertino.html,Medium
2026-05-24,20260524-230204-750df6c3,PRJ-20260524-0047,Acquisition - California - Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove Californi...,80,LC-20260524-024,Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove California,California,Unknown,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Unknown,34,71,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Hudson Valley Property Group Acquires 387-Unit Mosa Apartment Homes in Elk Grove California,Yield PRO,https://yieldpro.com/2026/05/mosa-apartment-homes/,Medium
