run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,2026-05-20 04:06:06,"JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...",JV / Partnership,Unknown Residential,General Residential,California,California,California,Unknown,Unknown,Unknown,cbre,CBRE,Unknown,Unknown,California,83 units,$81 million; $56 million,$81 million,$81 million,,,,,,,,77,Useful Deal Signal,Pricing benchmark,"Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in California",REBusiness Online,https://rebusinessonline.com/harbor-associates-farallon-capital-acquire-280000-sf-yorba-linda-commerce-center-in-california/,60,DFP-03AC127791,85,"JV / Partnership - JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...",JV / Partnership - Unknown - California,DCL-20260520-011,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0081,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",100,2026-05-20 04:06:06,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Construction Financing,Apartment,Apartment,Sun Belt,Miami,Sun Belt,PMG,PMG,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$126M; $126M; $126 million,$126M,,,,,,,,,76,Useful Deal Signal,Capital market signal,"PMG, LNDMRK Score $126M Financing for Wynwood Condos",Connect CRE South Florida,https://www.connectcre.com/stories/pmg-lndmrk-score-126m-financing-for-wynwood-condos/,96,DFP-D5C86500E3,80,"Construction Financing - Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Construction Financing - PMG - Sun Belt,DCL-20260520-012,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0095,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,80,2026-05-20 04:06:06,Refinancing - New York - The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on...,Refinancing,BTR / Single-Family Rental,Mixed-Use Residential,New York,New York,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,"2,500 apartments",$355M; $355 million; $355m,$355M,,,,,,,Completed,,75,Useful Deal Signal,Capital market signal,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,Yield PRO,https://yieldpro.com/2026/05/21-west-end-avenue/,100,DFP-5145C106CB,75,Refinancing - Refinancing - New York - The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on...,Refinancing - Unknown - New York,DCL-20260520-013,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0082,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,80,2026-05-20 04:06:06,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260520-014,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0054,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,80,2026-05-20 04:06:06,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,Acquisition,Apartment,Apartment,Sun Belt,Houston,Sun Belt,Unknown,Unknown,Unknown,walker & dunlop,walker & dunlop,Unknown,Unknown,Sun Belt,,$128.5 ; $128.5 ; $128.5 million,$128.5 ,$128.5 million,,,,,,,,73,Useful Deal Signal,Pricing benchmark,Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,Connect CRE Apartments,https://www.connectcre.com/stories/walker-dunlop-arranges-128-5-financing-for-houston-apartment-investor/,100,DFP-28F15B982B,75,Acquisition - Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,Acquisition - Unknown - Sun Belt,DCL-20260520-015,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0123,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,80,2026-05-20 04:06:06,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Construction Financing,Apartment,Apartment,Seattle,Seattle,Seattle,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,Seattle,,$75M; $75M; $75 million,$75M,,,,,,,,,73,Useful Deal Signal,Capital market signal,JLL Arranges $75M Construction Financing for Vancouver Housing Development,Connect CRE Apartments,https://www.connectcre.com/stories/jll-arranges-75m-construction-financing-for-vancouver-housing-development/,100,DFP-7270D62B88,75,Construction Financing - Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Construction Financing - Unknown - JLL - Seattle,DCL-20260520-016,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0056,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,80,2026-05-20 04:06:06,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Entitlement / Permitting,Mixed-Use Residential,Mixed-Use Residential,Los Angeles,L.A.,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,96 apartments,,,,,,,,,,entitlement,73,Useful Deal Signal,Entitlement / zoning watch,96 apartments + retail proposed at 8871 W. Venice Blvd.,Urbanize LA,https://la.urbanize.city/post/96-apartments-retail-proposed-8871-w-venice-blvd,100,DFP-E5C1F3D551,65,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260520-017,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,2026-05-20 04:06:06,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",General Project Signal,Senior Housing,Senior Housing,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$252.1M; $252.1M; $252.1 million,$252.1M,,,,,,,,,71,Useful Deal Signal,Capital market signal,"JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in Huntington Beach, California",REBusiness Online,https://rebusinessonline.com/jll-hj-sims-secure-252-1m-in-financing-for-planned-214-unit-seniors-housing-project-in-huntington-beach-california/,100,DFP-53C9100D29,75,"General Project Signal - General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",General Project Signal - Unknown - California,DCL-20260520-018,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0088,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,100,2026-05-20 04:06:06,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership,Unknown Residential,General Residential,New York,New York,New York,Blackstone,Blackstone,blackstone,Unknown,Unknown,blackstone,Blackstone,New York,,$5 billion; $5 billion,,,,,,,,,,71,Useful Deal Signal,GP partnership reference,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,60,DFP-588F766601,80,JV / Partnership - JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership - Blackstone - New York,DCL-20260520-019,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0116,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,80,2026-05-20 04:06:06,BTR / Build-to-Rent - Sun Belt - Keystone Snags Refi on 166-Unit Apache Junction BTR Community,BTR / Build-to-Rent,BTR / Single-Family Rental,BTR / Single-Family Rental,Sun Belt,Phoenix,Sun Belt,Unknown,Unknown,Unknown,fannie mae,Fannie Mae,Unknown,Unknown,Sun Belt,,$30 million; $30 million,$30 million,,,,,,,,,69,Useful Deal Signal,Capital market signal,Keystone Snags Refi on 166-Unit Apache Junction BTR Community,Connect CRE Phoenix,https://www.connectcre.com/stories/keystone-snags-refi-on-166-unit-apache-junction-btr-community/,100,DFP-9EB95B9DFF,75,BTR / Build-to-Rent - BTR / Build-to-Rent - Sun Belt - Keystone Snags Refi on 166-Unit Apache Junction BTR Community,BTR / Build-to-Rent - Unknown - Sun Belt,DCL-20260520-020,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,2026-05-20 04:06:06,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,Sun Belt,,$65.8M; $65.8M; $65.8 million,$65.8m,,,,,,,,,69,Useful Deal Signal,Capital market signal,Eaton Vance Picks Charlotte Rental Community for $65.8M,Connect CRE Charlotte,https://www.connectcre.com/stories/eaton-vance-picks-charlotte-rental-community-for-65-8m/,100,DFP-BB228858D1,75,Disposition / Exit - Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit - Unknown - Sun Belt,DCL-20260520-021,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0122,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",100,2026-05-20 04:06:06,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Development Start,Apartment,Apartment,Seattle,Seattle,Seattle,Quarterra,Quarterra,Unknown,Unknown,Unknown,Unknown,Unknown,Seattle,,,,,,,,,,,,67,Useful Deal Signal,Pipeline / supply signal,"Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Connect CRE,https://www.connectcre.com/stories/quarterra-macnaughton-advance-construction-on-796-unit-seattle-mf-project/,100,DFP-432617C442,70,"Development Start - Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Development Start - Quarterra - Seattle,DCL-20260520-022,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,2026-05-20 04:06:06,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal,Senior Housing,Senior Housing,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$252M; $252M; $252.1 million,$252M,,,,,,,,,66,Useful Deal Signal,Capital market signal,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,85,DFP-0B566E6C3C,75,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - Unknown - California,DCL-20260520-023,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0116,JV / Partnership - Sun Belt - ZOM Ordered To Pay $323M For Circumventing Partner In Arizona Multifamily JV,80,2026-05-20 04:06:06,Acquisition - Sun Belt - Milburn & Company Acquires 339-Unit Mesa Rental Community,Acquisition,Apartment,Apartment,Sun Belt,Phoenix,Sun Belt,Unknown,Unknown,Unknown,cbre,CBRE,Unknown,Unknown,Sun Belt,,,,,,,,,,,,63,Useful Deal Signal,Monitor only,Milburn & Company Acquires 339-Unit Mesa Rental Community,Connect CRE Phoenix,https://www.connectcre.com/stories/milburn-company-acquires-339-unit-mesa-rental-community/,100,DFP-271920A2DA,65,Acquisition - Acquisition - Sun Belt - Milburn & Company Acquires 339-Unit Mesa Rental Community,Acquisition - Unknown - Sun Belt,DCL-20260520-024,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0072,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,80,2026-05-20 04:06:06,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,General Project Signal,Affordable Housing,Affordable Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,150 units,,,,,,,,,,,63,Useful Deal Signal,Entitlement / zoning watch,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/new-proposal-emerges-affordable-housing-1316-linwood-ave-westlake,100,DFP-D23B30B939,65,General Project Signal - General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,General Project Signal - Unknown - Los Angeles,DCL-20260520-025,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0052,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,2026-05-20 04:06:06,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal,Apartment,Apartment,Florida,Florida,Florida,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Florida,,$401M; $401M; $401 million,$401M,,,,,,,,,63,Useful Deal Signal,Capital market signal,S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Connect CRE South Florida,https://www.connectcre.com/stories/s-florida-ritz-carlton-developer-inks-401m-bridge-loan/,100,DFP-732A1631F7,75,General Project Signal - General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,General Project Signal - Unknown - Florida,DCL-20260520-026,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0082,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,80,2026-05-20 04:06:06,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,,$130M; $130M; $130 million,$130m,,,,,,,,,62,Useful Deal Signal,Capital market signal,Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/dwight-capital-closes-130m-hud-refi-on-n-miami-apartments/,92,DFP-E6D2F42FCA,65,Refinancing - Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing - Unknown - Sun Belt,DCL-20260520-027,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0095,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,80,2026-05-20 04:06:06,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,Office-to-Residential Conversion,Office-to-Residential,Apartment,New York,New York,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,$98M; $98M; $97.8 million,$98M,,,,,,,,,61,Useful Deal Signal,Capital market signal,Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,Connect CRE Apartments,https://www.connectcre.com/stories/developers-secure-98m-financing-for-conversion-of-harlem-correctional-facility/,100,DFP-66BA5C330F,65,Office-to-Residential Conversion - Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,Office-to-Residential Conversion - Unknown - New York,DCL-20260520-028,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",80,2026-05-20 04:06:06,Refinancing - Other / Unknown - KKR Provides $80M Refi on Pittsburgh Apartments,Refinancing,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Unknown,Unknown,kkr,walker & dunlop,walker & dunlop,kkr,kkr,Other / Unknown,,$80M; $80M; $80 million,$80 million,,,,,,,,,60,Useful Deal Signal,Capital market signal,KKR Provides $80M Refi on Pittsburgh Apartments,Commercial Observer,https://commercialobserver.com/2026/05/kkr-pittsburgh-apartments/,92,DFP-4385A0104E,65,Refinancing - Refinancing - Other / Unknown - KKR Provides $80M Refi on Pittsburgh Apartments,Refinancing - Unknown - walker & dunlop - Other / Unknown,DCL-20260520-029,1
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0095,Office-to-Residential Conversion - New York - Developers Secure $98M Financing for Conversion of Harlem Correctional Facility,80,2026-05-20 04:06:06,Acquisition - New York - Benchmark Buys Upper West Side Apartment Building From Heller for $42M,Acquisition,Apartment,Apartment,New York,New York,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New York,,$42M; $42M; $42 million,,$42 million,,,,,,,,59,Monitor,Pricing benchmark,Benchmark Buys Upper West Side Apartment Building From Heller for $42M,Commercial Observer,https://commercialobserver.com/2026/05/benchmark-buys-698-west-end-avenue-heller/,82,DFP-275D89484D,65,Acquisition - Acquisition - New York - Benchmark Buys Upper West Side Apartment Building From Heller for $42M,Acquisition - Unknown - New York,DCL-20260520-030,1
