run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0071,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,80,AST-20260520-028,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Los Angeles,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,BTR / Single-Family Rental,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,"2,600 units",$1; $26; $50,,Entitlement / Permitting,Entitlement Play,Project under entitlement,Unknown,approval_watch,matched permit,85,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Urbanize LA,https://la.urbanize.city/post/tommy-beadel-why-los-angeles-easiest-place-develop-real-estate,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,AST-20260520-041,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...","General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",California,General submarket monitoring,California,Los Angeles,California,Senior Housing,Senior Housing,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$252.1M; $252.1M; $252.1 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,84,66,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in Huntington Beach, California",REBusiness Online,https://rebusinessonline.com/jll-hj-sims-secure-252-1m-in-financing-for-planned-214-unit-seniors-housing-project-in-huntington-beach-california/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0088,Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve Growing Energy Demand Centers Across North America,100,AST-20260520-042,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,General submarket monitoring,New York,Los Angeles,New York,General Residential,Unknown Residential,Blackstone,Blackstone,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$5 billion; $5 billion,,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,84,21,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0081,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",100,AST-20260520-035,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos","Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Apartment,Apartment,PMG,PMG,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$126M; $126M; $126 million,,Construction Financing,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,83,46,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"PMG, LNDMRK Score $126M Financing for Wynwood Condos",Connect CRE South Florida,https://www.connectcre.com/stories/pmg-lndmrk-score-126m-financing-for-wynwood-condos/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0013,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",80,AST-20260520-081,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland","Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",2700 International Boulevard,General submarket monitoring,National,Los Angeles,Unknown,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Development Start,Development Start,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,82,25,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Construction Starts For 2700 International Boulevard, Oakland",SF YIMBY,https://sfyimby.com/2026/05/construction-starts-for-2700-international-boulevard-oakland.html,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0078,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,100,AST-20260520-032,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,Manhattan,General submarket monitoring,Manhattan,New York,New York,Multifamily,Multifamily,UDR,UDR,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$485 million; $485 million,,Acquisition,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,82,24,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,Commercial Observer,https://commercialobserver.com/2026/05/carmel-partners-metlife-uws-newmark/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0077,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,80,AST-20260520-082,General Project Signal - Other / Unknown - The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,General Project Signal - Other / Unknown - The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,Unknown,General submarket monitoring,Unknown,Los Angeles,Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,completed,,$35 million,,General Project Signal,Affordable / Density Bonus Strategy,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched completed,81,25,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",The Community Builders Completes 64-Unit Affordable Housing Development in Cleveland,REBusiness Online,https://rebusinessonline.com/the-community-builders-completes-64-unit-affordable-housing-development-in-cleveland/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,AST-20260520-046,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,General submarket monitoring,California,Los Angeles,California,Senior Housing,Senior Housing,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$252M; $252M; $252.1 million,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,80,63,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0156,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,80,AST-20260520-066,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,U.S.,General submarket monitoring,U.S.,Los Angeles,Unknown,Multifamily,Multifamily,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$106M; $106M; $105.5 million,,Construction Financing,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,78,35,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,North American Development Group Lands $106M to Build Boca Raton Rental,Commercial Observer,https://commercialobserver.com/2026/05/north-american-development-group-nuvo-midtown-boca/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0033,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,AST-20260520-062,General Project Signal - Sun Belt - Woodfield Tops Out 325-Unit Apartment Community in Atlanta,General Project Signal - Sun Belt - Woodfield Tops Out 325-Unit Apartment Community in Atlanta,Atlanta,General submarket monitoring,Atlanta,Los Angeles,Sun Belt,Workforce Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$1; $3,,General Project Signal,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,78,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Woodfield Tops Out 325-Unit Apartment Community in Atlanta,REBusiness Online,https://rebusinessonline.com/woodfield-tops-out-325-unit-apartment-community-in-atlanta/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0123,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,80,AST-20260520-039,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Construction Financing - Seattle - JLL Arranges $75M Construction Financing for Vancouver Housing Development,Seattle,General submarket monitoring,Seattle,Seattle,Seattle,Apartment,Apartment,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,$75M; $75M; $75 million,,Construction Financing,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,77,60,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,JLL Arranges $75M Construction Financing for Vancouver Housing Development,Connect CRE Apartments,https://www.connectcre.com/stories/jll-arranges-75m-construction-financing-for-vancouver-housing-development/,Low
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0016,Former IBM offices at 3424 Wilshire to become housing,80,AST-20260520-003,Former IBM offices at 3424 Wilshire to become housing,Former IBM offices at 3424 Wilshire to become housing,3424 Wilshire Boulevard,Adaptive reuse corridor,Los Angeles,Los Angeles,California,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,No explicit timing reference,,,,Office-to-Residential Conversion,Office-to-Residential Conversion,Land / parcel referenced,Delivered / Lease-Up,construction_delivery_watch,matched completed,75,42,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Former IBM offices at 3424 Wilshire to become housing,Urbanize LA,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0028,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,80,AST-20260520-006,96 apartments + retail proposed at 8871 W. Venice Blvd.,96 apartments + retail proposed at 8871 W. Venice Blvd.,8871 W. Venice Blvd,Mixed-use corridor,Culver City,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement Play,Entitlement Play,Unknown site control,Unknown,excluded,no clear development milestone,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",96 apartments + retail proposed at 8871 W. Venice Blvd.,Urbanize LA,https://la.urbanize.city/post/96-apartments-retail-proposed-8871-w-venice-blvd,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0002,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,80,AST-20260520-005,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,1316 Linwood Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Unknown site control,Unknown,excluded,no clear development milestone,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/new-proposal-emerges-affordable-housing-1316-linwood-ave-westlake,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0015,El-Ad Pays $45.5M for Coconut Grove Property,80,AST-20260520-007,El-Ad Pays $45.5M for Coconut Grove Property,El-Ad Pays $45.5M for Coconut Grove Property,3265 Virginia St,General submarket monitoring,Miami,Los Angeles,Sun Belt,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,,,,General Asset Signal,General Asset Signal,Site acquired,Unknown,excluded,no clear development milestone,75,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0006,Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,80,AST-20260520-004,Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,1756 N. Serrano Ave,Transit-oriented development,Hollywood,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-1756-n-serrano-ave-los-feliz,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0122,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",100,AST-20260520-045,"Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project","Development Start - Seattle - Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Seattle,General submarket monitoring,Seattle,Seattle,Seattle,Apartment,Apartment,Quarterra,Quarterra,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Development Start,Development Start,Unknown site control,Unknown,excluded,no clear development milestone,75,26,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Quarterra, MacNaughton Advance Construction on 796-Unit Seattle MF Project",Connect CRE,https://www.connectcre.com/stories/quarterra-macnaughton-advance-construction-on-796-unit-seattle-mf-project/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0009,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,80,AST-20260520-001,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,21 West End Ave,Mixed-use corridor,Manhattan,Los Angeles,New York,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,in 2016,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Unknown site control,Delivered / Lease-Up,construction_delivery_watch,matched completed,75,26,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,Yield PRO,https://yieldpro.com/2026/05/21-west-end-avenue/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0054,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,80,AST-20260520-027,Construction Financing - Sun Belt - Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,Construction Financing - Sun Belt - Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,Houston,General submarket monitoring,Houston,Sun Belt,Sun Belt,Apartment,Apartment,Unknown,Unknown,walker & dunlop,Unknown,Unknown,Unknown,No explicit timing reference,128 units,$129M; $129M; $129m,,Construction Financing,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,73,56,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,Commercial Observer,https://commercialobserver.com/2026/05/hudson-bay-capital-luxury-apartments-houston/,Medium
2026-05-20,20260520-040606-6613d3b9,PRJ-20260520-0042,"General Project Signal - California - JLL, HJ Sims Secure $252.1M in Financing for Planned 214-Unit Seniors Housing Project in H...",80,AST-20260520-034,"JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...","JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...",California,General submarket monitoring,California,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,CBRE,Unknown,Unknown,Unknown,No explicit timing reference,83 units,$81 million; $56 million,000 SF,JV / Partnership,General Asset Signal,Unknown site control,Unknown,excluded,no clear development milestone,73,36,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in California",REBusiness Online,https://rebusinessonline.com/harbor-associates-farallon-capital-acquire-280000-sf-yorba-linda-commerce-center-in-california/,Medium
