run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-024,PRJ-20260520-0125,"General Project Signal - Southeast - Bradford Allen Opens 301-Unit Arbor House Apartments in Arlington Heights, Illinois",Southeast,Southeast,Unknown,Mixed-Use Residential,95,100,70,75,80,84,High Confidence,Institutional Watch,Very Low,Persistent,6,6,Consistent,Confirmed,Add to executive watchlist,"6 source file(s), 6 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-018,PRJ-20260520-0081,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Sun Belt,Miami,PMG,Apartment,95,92,85,60,79,83,High Confidence,Institutional Watch,Very Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-002,PRJ-20260520-0071,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,California,Los Angeles,Unknown,Affordable Housing,65,100,80,65,100,82,High Confidence,Institutional Watch,Very Low,Persistent,4,27,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 27 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-027,PRJ-20260520-0078,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,New York,Manhattan,UDR,Multifamily,95,92,85,60,75,82,High Confidence,Institutional Watch,Very Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-035,PRJ-20260520-0044,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Sun Belt,Charlotte,BGO,General Residential,95,92,85,60,66,81,High Confidence,Institutional Watch,Very Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-034,PRJ-20260520-0034,Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,Sun Belt,Austin,Unknown,Affordable Housing,95,92,60,75,68,78,High Confidence,Institutional Watch,Low,Fading,4,4,Consistent,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Vertical Construction, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-052,PRJ-20260520-0146,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Sun Belt,Unknown,PMG,Apartment,70,100,85,60,57,76,High Confidence,Institutional Watch,Low,Persistent,4,6,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-025,PRJ-20260520-0058,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",California,La County,Unknown,Mixed-Use Residential,65,69,70,95,73,74,High Confidence,Institutional Watch,Low,Stable,3,3,Consistent,Confirmed,Add to executive watchlist,"3 source file(s), 3 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-021,PRJ-20260520-0085,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,National,Unknown,Unknown,Multifamily,95,100,60,75,85,73,High Confidence,Institutional Watch,Low,Persistent,6,8,Consistent,Confirmed,Add to executive watchlist,"6 source file(s), 8 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-055,PRJ-20260520-0094,Acquisition - New York - Carmel Partners Seals Acquisition of UWS Multifamily Portfolio Minority Stake,New York,Unknown,UDR,Multifamily,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-056,PRJ-20260520-0132,"Acquisition - Sun Belt - BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Sun Belt,Unknown,BGO,General Residential,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-058,PRJ-20260520-0149,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Unknown,Wood Partners,Apartment,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-016,PRJ-20260520-0075,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,Other / Unknown,Unknown,Unknown,Mixed-Use Residential,65,100,60,95,89,71,High Confidence,Institutional Watch,Low,Persistent,7,65,Consistent,Confirmed,Add to executive watchlist,"7 source file(s), 65 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-019,PRJ-20260520-0113,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Other / Unknown,Unknown,Unknown,Apartment,95,100,50,75,86,71,High Confidence,Institutional Watch,Low,Persistent,8,55,Consistent,Confirmed,Add to executive watchlist,"8 source file(s), 55 observation(s), latest stage Construction Started, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-023,PRJ-20260520-0074,NYC unveils plan to speed up affordable housing development,New York,Los Angeles,Unknown,Affordable Housing,65,92,60,60,77,71,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-022,PRJ-20260520-0156,Construction Financing - National - North American Development Group Lands $106M to Build Boca Raton Rental,Unknown,U.S.,Unknown,Multifamily,65,69,70,75,75,71,High Confidence,Institutional Watch,Low,Fading,3,3,Consistent,Confirmed,Add to executive watchlist,"3 source file(s), 3 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-026,PRJ-20260520-0076,"Struggling To Find Equity, Developers Pull Back On New Builds",Sun Belt,Los Angeles,Unknown,Multifamily,65,92,60,60,75,71,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-030,PRJ-20260520-0073,How A New Platform Is Helping Service Providers Meet Modern Connectivity Expectations,National,Los Angeles,Unknown,Multifamily,65,92,60,60,74,71,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-036,PRJ-20260520-0072,Construction Financing - Los Angeles - Seachange Partners Receives $15.6M in Construction Financing for Two Affordable Housing Pr...,Los Angeles,Unknown,Unknown,Affordable Housing,95,100,70,60,70,70,High Confidence,Institutional Watch,Low,Persistent,5,26,Needs Review,Confirmed,Add to executive watchlist,"5 source file(s), 26 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-045,PRJ-20260520-0043,"JV / Partnership - California - Harbor Associates, Farallon Capital Acquire 280,000 SF Yorba Linda Commerce Center in Cali...",Other / Unknown,Los Angeles,Unknown,Apartment,45,100,60,60,63,66,Moderate Confidence,Early Institutional Signal,Low,Persistent,2,15,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 15 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-057,PRJ-20260520-0150,Development Start - Sun Belt - The NRP Group Celebrates Groundbreaking of 348-Unit Affordable Housing Development in Sout...,Sun Belt,Unknown,Unknown,Apartment,70,100,70,60,57,62,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,3,41,Needs Review,Confirmed,Monitor for confirmation,"3 source file(s), 41 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-044,PRJ-20260520-0032,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Other / Unknown,Los Angeles,Unknown,Workforce Housing,45,76,60,60,63,61,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,8,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-039,PRJ-20260520-0030,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Anaheim,Unknown,General Residential,45,46,60,95,55,59,Moderate Confidence,Early Institutional Signal,Moderate,Stable,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-040,PRJ-20260520-0047,96 apartments + retail proposed at 8871 W. Venice Blvd.,California,Culver City,Unknown,Mixed-Use Residential,45,46,60,95,54,59,Moderate Confidence,Early Institutional Signal,Moderate,Stable,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-041,PRJ-20260520-0055,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Unknown,Mixed-Use Residential,45,46,60,95,54,59,Moderate Confidence,Early Institutional Signal,Moderate,Stable,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-028,PRJ-20260520-0157,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Unknown,Unknown,Unknown,Mixed-Use Residential,45,100,50,65,81,58,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,32,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 32 observation(s), latest stage Construction Started, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-031,PRJ-20260520-0114,"Construction Financing - Other / Unknown - Cushman & Wakefield Arranges Construction Loan for 198-Unit Multifamily Project in Belmar,...",Unknown,Unknown,Unknown,Apartment,45,88,60,60,78,56,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,1,14,Needs Review,Confirmed,Monitor for confirmation,"1 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-051,PRJ-20260520-0086,"Development Start - National - Construction Starts For 2700 International Boulevard, Oakland",Unknown,National,Unknown,Apartment,45,46,60,75,49,55,Moderate Confidence,Early Institutional Signal,Moderate,Fading,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-070,PRJ-20260520-0056,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Unknown,Mixed-Use Residential,75,46,60,60,34,55,Moderate Confidence,Early Institutional Signal,Moderate,Likely Noise,2,2,Needs Review,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-053,PRJ-20260520-0053,Affordable housing slated for 1756 N. Serrano Ave. in Los Feliz,California,Hollywood,Unknown,Affordable Housing,45,46,60,75,48,54,Weak Signal,Speculative,Moderate,Fading,2,2,Consistent,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-067,PRJ-20260520-0126,COFE Acquires 400K-SF Atlanta Warehouse Project,Sun Belt,Unknown,Acquisition - Sun Belt - COFE Acquires 400K-SF Atlanta Warehouse Project,General Residential,50,33,85,60,38,54,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-068,PRJ-20260520-0128,Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,Sun Belt,Unknown,Acquisition - Sun Belt - Finmarc Sells Capital Marketplace Retail Center in Raleigh for $80.6M,General Residential,50,33,85,60,38,54,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-032,PRJ-20260520-0028,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Unknown,Mixed-Use Residential,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-033,PRJ-20260520-0002,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-048,PRJ-20260520-0046,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Chinatown,Unknown,Affordable Housing,45,46,60,60,50,52,Weak Signal,Speculative,Moderate,Likely Noise,2,2,Needs Review,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-061,PRJ-20260520-0120,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Other / Unknown,Los Angeles,Unknown,Affordable Housing,45,51,60,60,42,52,Weak Signal,Speculative,Moderate,Likely Noise,2,3,Needs Review,Partial,Track only,"2 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-062,PRJ-20260520-0096,The Dermot Company Secures $355M Refinancing Loan for Class A Multifamily Rental Tower on the Upper West Side,Other / Unknown,Los Angeles,Unknown,Mixed-Use Residential,45,51,60,60,42,52,Weak Signal,Speculative,Moderate,Likely Noise,2,3,Needs Review,Partial,Track only,"2 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-069,PRJ-20260520-0045,"BGO Acquires 851,500 SF Logistics Facility in Metro Charlotte",Sun Belt,Charlotte,Unknown,General Residential,45,46,60,75,35,52,Weak Signal,Speculative,Moderate,Fading,2,2,Consistent,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-094,PRJ-20260520-0138,Eaton Vance Picks Charlotte Rental Community for $65.8M,Sun Belt,Unknown,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-095,PRJ-20260520-0127,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Unknown,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-096,PRJ-20260520-0135,Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,Sun Belt,Unknown,Construction Financing - Sun Belt - Hudson Bay Capital Provides $129M to Develop Luxury Apartments in Houston,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-097,PRJ-20260520-0133,Keystone Snags Refi on 166-Unit Apache Junction BTR Community,Sun Belt,Unknown,BTR / Build-to-Rent - Sun Belt - Keystone Snags Refi on 166-Unit Apache Junction BTR Community,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-098,PRJ-20260520-0129,Milburn & Company Acquires 339-Unit Mesa Rental Community,Sun Belt,Unknown,Acquisition - Sun Belt - Milburn & Company Acquires 339-Unit Mesa Rental Community,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-099,PRJ-20260520-0130,Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,Sun Belt,Unknown,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5 Financing for Houston Apartment Developer,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-100,PRJ-20260520-0131,Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Community,Sun Belt,Unknown,Acquisition - Sun Belt - Walker & Dunlop Arranges $128.5M Acquisition Financing for Houston Luxury Residential Comm...,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-072,PRJ-20260520-0064,96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,Unknown,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-20,20260520-040606-6613d3b9,SQ-20260520-074,PRJ-20260520-0038,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Unknown,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
