run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-013,PRJ-20260519-0081,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Sun Belt,Miami,Unknown,Apartment,95,100,80,65,90,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,22,Needs Review,Confirmed,Immediate strategic review,"4 source file(s), 22 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-011,PRJ-20260519-0088,Construction Financing - New York - Haussmann Development Closes on Construction Loan for Manhattanville Mixed-Income,New York,New York,Unknown,Affordable Housing,95,100,70,75,90,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,24,Consistent,Confirmed,Immediate strategic review,"7 source file(s), 24 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-012,PRJ-20260519-0034,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,Brooklyn,Unknown,Apartment,95,100,70,75,87,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,4,6,Consistent,Confirmed,Immediate strategic review,"4 source file(s), 6 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-009,PRJ-20260519-0112,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,San Francisco,Unknown,Affordable Housing,95,100,60,75,93,84,High Confidence,Institutional Watch,Very Low,Persistent,5,9,Consistent,Confirmed,Add to executive watchlist,"5 source file(s), 9 observation(s), latest stage Planning Filed, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-018,PRJ-20260519-0080,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Sun Belt,Miami,PMG,Apartment,95,92,85,60,79,83,High Confidence,Institutional Watch,Very Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-006,PRJ-20260519-0074,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,California,Los Angeles,Unknown,Mixed-Use Residential,65,100,80,65,98,82,High Confidence,Institutional Watch,Very Low,Persistent,3,27,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 27 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-017,PRJ-20260519-0093,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Unknown,Unknown,Camden Property Trust,Apartment,95,100,65,60,86,82,High Confidence,Institutional Watch,Very Low,Persistent,6,7,Needs Review,Confirmed,Add to executive watchlist,"6 source file(s), 7 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-025,PRJ-20260519-0033,Acquisition - Sun Belt - Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoi...,Sun Belt,Austin,Unknown,Multifamily,95,92,70,75,69,81,High Confidence,Institutional Watch,Very Low,Fading,4,4,Consistent,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Delivery / Opening, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-019,PRJ-20260519-0110,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,California,San Diego,Unknown,General Residential,95,92,60,75,78,80,High Confidence,Institutional Watch,Very Low,Fading,4,4,Consistent,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-031,PRJ-20260519-0072,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Los Angeles,Unknown,Quarterra,Apartment,80,100,85,60,69,80,High Confidence,Institutional Watch,Very Low,Persistent,4,7,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 7 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-010,PRJ-20260519-0076,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Other / Unknown,Los Angeles,Unknown,Apartment,65,100,60,65,92,76,High Confidence,Institutional Watch,Low,Persistent,7,60,Needs Review,Confirmed,Add to executive watchlist,"7 source file(s), 60 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-043,PRJ-20260519-0131,"Construction Financing - Sun Belt - PMG, LNDMRK Score $126M Financing for Wynwood Condos",Sun Belt,Unknown,PMG,Apartment,70,100,85,60,57,76,High Confidence,Institutional Watch,Low,Persistent,4,6,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-048,PRJ-20260519-0133,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Unknown,Wood Partners,Apartment,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-021,PRJ-20260519-0077,"Struggling To Find Equity, Developers Pull Back On New Builds",Sun Belt,Los Angeles,Unknown,Multifamily,65,92,60,60,74,71,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-034,PRJ-20260519-0046,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Other / Unknown,Los Angeles,Unknown,Affordable Housing,65,100,60,60,67,71,High Confidence,Institutional Watch,Low,Persistent,3,19,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 19 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-020,PRJ-20260519-0106,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Other / Unknown,Unknown,Unknown,BTR / Single-Family Rental,95,100,50,75,83,70,High Confidence,Institutional Watch,Low,Persistent,7,49,Consistent,Confirmed,Add to executive watchlist,"7 source file(s), 49 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-022,PRJ-20260519-0059,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",California,La County,Unknown,Mixed-Use Residential,65,69,70,75,71,70,High Confidence,Institutional Watch,Low,Fading,3,3,Consistent,Confirmed,Add to executive watchlist,"3 source file(s), 3 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-032,PRJ-20260519-0075,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Los Angeles,Unknown,Unknown,General Residential,95,100,70,60,70,70,High Confidence,Institutional Watch,Low,Persistent,4,26,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 26 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-035,PRJ-20260519-0134,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Unknown,Unknown,Apartment,70,100,60,60,67,62,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,3,31,Needs Review,Confirmed,Monitor for confirmation,"3 source file(s), 31 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-037,PRJ-20260519-0031,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Other / Unknown,Los Angeles,Unknown,Office-to-Residential Conversion,45,81,60,60,63,62,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,9,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-023,PRJ-20260519-0136,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Unknown,Unknown,Unknown,Mixed-Use Residential,45,100,50,65,77,58,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,28,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 28 observation(s), latest stage Construction Started, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-036,PRJ-20260519-0029,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Anaheim,Unknown,General Residential,45,46,60,75,53,55,Moderate Confidence,Early Institutional Signal,Moderate,Fading,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-041,PRJ-20260519-0048,96 apartments + retail proposed at 8871 W. Venice Blvd.,California,Culver City,Unknown,Mixed-Use Residential,45,46,60,75,49,55,Moderate Confidence,Early Institutional Signal,Moderate,Fading,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-042,PRJ-20260519-0056,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Unknown,Mixed-Use Residential,45,46,60,75,49,55,Moderate Confidence,Early Institutional Signal,Moderate,Fading,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-061,PRJ-20260519-0057,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Unknown,Mixed-Use Residential,75,46,60,60,34,55,Moderate Confidence,Early Institutional Signal,Moderate,Likely Noise,2,2,Needs Review,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-030,PRJ-20260519-0008,Cypress Equity Investments gets $170M loan for two Santa Monica projects,Other / Unknown,Los Angeles,Unknown,Affordable Housing,45,46,60,60,62,54,Weak Signal,Speculative,Moderate,Likely Noise,2,2,Needs Review,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-050,PRJ-20260519-0079,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,Manhattan,Unknown,Affordable Housing,45,46,60,75,43,54,Weak Signal,Speculative,Moderate,Fading,2,2,Consistent,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-059,PRJ-20260519-0117,COFE Acquires 400K-SF Atlanta Warehouse Project,Sun Belt,Unknown,Acquisition - Sun Belt - COFE Acquires 400K-SF Atlanta Warehouse Project,General Residential,50,33,85,60,38,54,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-060,PRJ-20260519-0130,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Unknown,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",General Residential,50,33,85,60,38,54,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-024,PRJ-20260519-0107,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Unknown,Unknown,Unknown,BTR / Single-Family Rental,45,73,60,60,76,53,Weak Signal,Speculative,Moderate,Persistent,1,11,Needs Review,Confirmed,Track only,"1 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-026,PRJ-20260519-0027,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Unknown,Mixed-Use Residential,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-027,PRJ-20260519-0002,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-029,PRJ-20260519-0021,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,63,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-044,PRJ-20260519-0052,Hollywood Multifamily Sale Reaches Three-Year High in Pricing,California,Hollywood,Unknown,Apartment,45,46,60,60,48,52,Weak Signal,Speculative,Moderate,Likely Noise,2,2,Needs Review,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-053,PRJ-20260519-0113,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Other / Unknown,Los Angeles,Unknown,Affordable Housing,45,51,60,60,42,52,Weak Signal,Speculative,Moderate,Likely Noise,2,3,Needs Review,Partial,Track only,"2 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-079,PRJ-20260519-0116,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Sun Belt,Unknown,"Acquisition - Sun Belt - 11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-080,PRJ-20260519-0124,Eaton Vance Picks Charlotte Rental Community for $65.8M,Sun Belt,Unknown,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-081,PRJ-20260519-0118,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Unknown,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-082,PRJ-20260519-0121,Keystone Snags Refi on 166-Unit Apache Junction BTR Community,Sun Belt,Unknown,BTR / Build-to-Rent - Sun Belt - Keystone Snags Refi on 166-Unit Apache Junction BTR Community,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-083,PRJ-20260519-0119,Milburn & Company Acquires 339-Unit Mesa Rental Community,Sun Belt,Unknown,Acquisition - Sun Belt - Milburn & Company Acquires 339-Unit Mesa Rental Community,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-084,PRJ-20260519-0120,Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoint in Mesa,Sun Belt,Unknown,Acquisition - Sun Belt - Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoi...,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-047,PRJ-20260519-0047,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Chinatown,Unknown,Affordable Housing,45,46,60,60,46,51,Weak Signal,Speculative,Moderate,Likely Noise,2,2,Needs Review,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-063,PRJ-20260519-0066,96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,Unknown,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-065,PRJ-20260519-0042,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Unknown,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-066,PRJ-20260519-0040,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Unknown,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-068,PRJ-20260519-0041,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,Unknown,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-070,PRJ-20260519-0128,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Sun Belt,Unknown,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-071,PRJ-20260519-0036,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-073,PRJ-20260519-0043,San Jose’s Bank of Italy Building Set for Residential Conversion,California,Unknown,Office-to-Residential Conversion - California - San Jose’s Bank of Italy Building Set for Residential Conversion,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-074,PRJ-20260519-0044,Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residential Conversion Project in San Jose,California,Unknown,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-076,PRJ-20260519-0038,Southern Land Company Launches Mortgage Division,California,Unknown,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-05-19,20260519-021700-3e3a74df,SQ-20260519-077,PRJ-20260519-0070,"Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,Unknown,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100"
