run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,cushman,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,36
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Capital Partner,camden,Other / Unknown,Apartment,2026-05-19,2026-05-19,1,1,0,20,0,0,Increasing,No Clear Stress,Capital concentration increasing,35
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,Berkadia,Florida,Apartment,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,34
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,CBRE,Sun Belt,Apartment,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,34
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Market-Level Capital Concentration,Florida,Florida,Apartment,2026-05-19,2026-05-19,1,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,34
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,CBRE,Sun Belt,Multifamily,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,33
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,walker & dunlop,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,32
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,JLL,California,General Residential,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,31
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Market-Level Capital Concentration,Sun Belt,Sun Belt,Mixed-Use Residential,2026-05-19,2026-05-19,1,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,31
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Market-Level Capital Concentration,Sun Belt,Sun Belt,Affordable Housing,2026-05-19,2026-05-19,1,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,31
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,JLL,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,30
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Market-Level Capital Concentration,Sun Belt,Sun Belt,Office-to-Residential Conversion,2026-05-19,2026-05-19,1,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,30
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Recurring Lender,walker & dunlop,Other / Unknown,Affordable Housing,2026-05-19,2026-05-19,1,1,20,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,25
2026-05-19,20260519-021700-3e3a74df,2026-05-19 02:17:00,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Mixed-Use Residential,2026-05-19,2026-05-19,1,1,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,23
