run_date,run_id,run_timestamp,entity_type,entity_name,signal_type,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,persistence_score,momentum_direction,signal_acceleration,recurring_signal_label,historical_importance_score,longitudinal_conviction_score,institutional_persistence_score,capital_flow_strength_score
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Los Angeles,Disposition / Seller,Los Angeles,,2026-05-19,2026-05-27,14,2,91,Stable,0,Persistent,74,84,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Residential Sector,Senior Housing,Demographic demand and operating capability signal,California,Senior Housing,2026-05-20,2026-05-27,11,1,96,Stable,0,Persistent,73,87,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> California,Market Expansion,California,,2026-05-22,2026-05-27,12,1,89,Stable,0,Persistent,73,83,87,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> San Francisco,Market Expansion,California,,2026-05-22,2026-05-27,11,1,89,Stable,0,Persistent,73,83,87,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,California -> California,Disposition / Seller,California,,2026-05-20,2026-05-27,9,1,88,Stable,0,Persistent,73,82,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal,California,Senior Housing,2026-05-20,2026-05-27,12,1,93,Stable,0,Persistent,72,85,69,58
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Residential Sector,Workforce Housing,"California affordability, entitlement, and public-private partnership signal",Los Angeles,Workforce Housing,2026-05-22,2026-05-27,8,1,91,Stable,0,Persistent,72,83,68,57
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,California -> CBRE,Financing Relationship,California,,2026-05-21,2026-05-26,4,0,64,Weakening,0,Fading,72,67,74,75
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Entitlement / Permitting,California,Affordable Housing,2026-05-21,2026-05-27,9,1,90,Stable,0,Persistent,71,82,68,57
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Residential Sector,Affordable Housing,"California affordability, entitlement, and public-private partnership signal",California,Affordable Housing,2026-05-22,2026-05-27,8,1,88,Stable,0,Persistent,71,81,66,56
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Entitlement / Permitting,Los Angeles,Multifamily,2026-05-21,2026-05-27,9,1,88,Stable,0,Persistent,71,81,66,56
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Entitlement / Permitting,Los Angeles,Workforce Housing,2026-05-22,2026-05-27,8,1,88,Stable,0,Persistent,71,81,66,56
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Office-to-Residential Conversion,Los Angeles,Office-to-Residential Conversion,2026-05-21,2026-05-27,9,1,87,Stable,0,Persistent,70,80,66,56
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Acquisition,California,Apartment,2026-05-22,2026-05-27,8,1,86,Stable,0,Persistent,70,80,66,55
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Disposition / Exit,California,Apartment,2026-05-22,2026-05-27,8,1,86,Stable,0,Persistent,70,80,66,55
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,General Project Signal,California,Affordable Housing,2026-05-22,2026-05-27,8,1,85,Stable,0,Persistent,70,79,65,55
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,California -> California,Financing Relationship,California,,2026-05-26,2026-05-27,2,1,58,Stable,0,Emerging,70,63,72,72
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,Berkadia,Construction Financing,Los Angeles,Affordable Housing,2026-05-20,2026-05-20,4,0,43,Weakening,0,Fading,70,54,64,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Wood Partners -> northmarq,Financing Relationship,Sun Belt,,2026-05-19,2026-05-27,13,1,98,Stable,0,Persistent,69,86,92,88
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market / Region,California,Developer Strategy,California,,2026-05-19,2026-05-27,11,1,98,Stable,0,Persistent,68,86,72,60
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Market / Region,Los Angeles,Developer Strategy,Los Angeles,,2026-05-19,2026-05-27,13,1,98,Stable,0,Persistent,68,86,72,60
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,CBRE,Acquisition,California,Multifamily,2026-05-25,2026-05-26,3,0,59,Weakening,0,Fading,68,63,72,53
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Refinancing - California - $46M Bridge Loan Refinances Newly Built Moreno Valley Apartments,Refinancing,California,Apartment,2026-05-26,2026-05-27,2,1,59,Stable,0,Emerging,68,63,52,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Berkadia,Financing Relationship,Sun Belt,,2026-05-19,2026-05-27,13,1,94,Stable,0,Persistent,67,83,90,87
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> JLL,Financing Relationship,Sun Belt,,2026-05-19,2026-05-27,23,2,94,Stable,0,Persistent,67,83,90,87
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan -> Berkadia,Financing Relationship,Florida,,2026-05-19,2026-05-27,13,1,93,Stable,0,Persistent,67,83,89,86
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,northmarq,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,96,Stable,0,Persistent,66,84,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,Berkadia,Acquisition,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,95,Stable,0,Persistent,66,83,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,JLL,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,94,Stable,0,Persistent,66,83,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Sun Belt,Financing Relationship,Sun Belt,,2026-05-21,2026-05-27,22,2,92,Stable,0,Persistent,66,82,88,86
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,Financing Relationship,Sun Belt,,2026-05-19,2026-05-27,68,4,92,Stable,0,Persistent,66,82,88,86
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,General Project Signal,California,General Residential,2026-05-19,2026-05-27,13,1,91,Stable,0,Persistent,66,81,68,57
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,New York -> New York,Financing Relationship,New York,,2026-05-19,2026-05-26,12,0,90,Weakening,0,Fading,66,80,88,85
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,Berkadia,General Project Signal,Florida,Apartment,2026-05-19,2026-05-27,13,1,93,Stable,0,Persistent,65,82,89,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,equity residential,General Project Signal,National,Apartment,2026-05-21,2026-05-27,10,1,92,Stable,0,Persistent,65,81,88,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Modular / Construction Innovation - California - Modular Apartment Construction Gains Momentum In Bay Area,Modular / Construction Innovation,California,Apartment,2026-05-22,2026-05-26,6,0,72,Weakening,0,Fading,65,69,58,50
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,equity residential,General Project Signal,California,Apartment,2026-05-21,2026-05-23,3,0,48,Weakening,0,Fading,65,55,66,48
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Refinancing - Sun Belt - Dwight Capital Closes $130M HUD Refi on N. Miami Apartments,Refinancing,Sun Belt,Apartment,2026-05-19,2026-05-26,11,0,90,Weakening,0,Fading,64,80,68,77
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,ares,JV / Partnership,National,Student Housing,2026-05-20,2026-05-27,10,1,90,Stable,0,Persistent,64,80,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - California - Demolition Permits Filed For 1939 Market Street in San Francisco,Entitlement / Permitting,California,Senior Housing,2026-05-25,2026-05-27,5,1,69,Stable,0,Persistent,64,67,57,49
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Refinancing,Sun Belt,Student Housing,2026-05-20,2026-05-27,12,1,89,Stable,0,Persistent,63,79,67,77
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Construction Financing,Sun Belt,Apartment,2026-05-21,2026-05-27,9,1,88,Stable,0,Persistent,63,78,66,76
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Disposition / Exit - Los Angeles - Avison Young Markets Echo Park Multifamily Portfolio,Disposition / Exit,Los Angeles,Apartment,2026-05-21,2026-05-27,4,1,67,Stable,0,Persistent,63,65,56,48
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,"General Project Signal - California - Affordable Housing Pivot For 11880 Skyline Boulevard, Oakland Hills",General Project Signal,California,Affordable Housing,2026-05-25,2026-05-27,5,1,67,Stable,0,Persistent,63,65,56,48
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,AvalonBay,No Clear Capital Flow Signal,California; National,Apartment,2026-05-22,2026-05-23,2,0,43,Weakening,0,Fading,63,51,64,46
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Equity Residential,No Clear Capital Flow Signal,California; National,Apartment,2026-05-22,2026-05-23,2,0,43,Weakening,0,Fading,63,51,64,46
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Wood Partners,Capital Outflow / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,7,1,85,Stable,0,Persistent,62,76,85,63
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,California -> Sacramento,Acquisition / Buyer,California,,2026-05-25,2026-05-26,3,0,58,Weakening,0,Fading,62,60,72,52
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Related Companies,Acquisition,California,Affordable Housing,2026-05-24,2026-05-24,1,0,42,Weakening,0,Fading,62,50,64,46
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> Blackstone,JV / Partnership,New York,,2026-05-19,2026-05-27,26,2,98,Stable,0,Persistent,61,83,92,68
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,"Disposition / Exit - Los Angeles - L.A.'s poor ParkScore, Oceanwide sale delayed, and more",Disposition / Exit,Los Angeles,General Residential,2026-05-23,2026-05-27,7,1,79,Stable,0,Persistent,61,72,62,53
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Acquisition - California - Pacific Urban Investors Secures San Diego Multifamily Asset for $90M,Acquisition,California,Apartment,2026-05-26,2026-05-27,2,1,60,Stable,0,Emerging,61,60,52,45
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Office-to-Residential Conversion,Los Angeles,Office-to-Residential Conversion,2026-05-20,2026-05-23,6,0,60,Weakening,0,Fading,61,60,52,45
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> equity residential,Capital Flow,National,,2026-05-21,2026-05-27,10,1,96,Stable,0,Persistent,60,82,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> Blackstone,Capital Flow,Sun Belt,,2026-05-20,2026-05-27,10,1,96,Stable,0,Persistent,60,82,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> New York,JV / Partnership,New York,,2026-05-19,2026-05-27,13,1,96,Stable,0,Persistent,60,82,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> Los Angeles,Pricing / Valuation Signal,National,,2026-05-21,2026-05-27,10,1,94,Stable,0,Persistent,60,80,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Blackstone,JV / Partnership,New York,General Residential,2026-05-19,2026-05-27,13,1,94,Stable,0,Persistent,60,80,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> Blackstone,Innovation / Construction Strategy,Sun Belt,,2026-05-20,2026-05-27,10,1,94,Stable,0,Persistent,60,80,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Wood Partners -> Sun Belt,Disposition / Seller,Sun Belt,,2026-05-19,2026-05-27,39,3,94,Stable,0,Persistent,60,80,90,67
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,"Disposition / Exit - National - CRE Sales Fall 33%, Reversing Q1 Momentum As Debt Costs Climb -> CBRE",Financing Relationship,National,,2026-05-20,2026-05-26,7,0,75,Weakening,0,Fading,60,69,80,79
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - Los Angeles - 17 apartments planned at 2217 S. Fox Hills Dr. in Century City,Entitlement / Permitting,Los Angeles,Affordable Housing,2026-05-26,2026-05-27,2,1,59,Stable,0,Emerging,60,59,52,45
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Acquisition - California - Sacramento Multifamily Sale 16 Powerhouse Achieves Market’s Highest Price Per Unit in Four...,Acquisition,California,Multifamily,2026-05-25,2026-05-26,3,0,57,Weakening,0,Fading,60,58,51,44
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Berkadia -> Berkadia,Financing Relationship,Los Angeles,,2026-05-20,2026-05-20,2,0,32,Weakening,0,Fading,60,43,58,62
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Berkadia -> Los Angeles,Financing Relationship,Los Angeles,,2026-05-20,2026-05-20,2,0,32,Weakening,0,Fading,60,43,58,62
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Berkadia,Financing Relationship,Los Angeles,,2026-05-20,2026-05-20,2,0,32,Weakening,0,Fading,60,43,58,62
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Los Angeles,Financing Relationship,Los Angeles,,2026-05-20,2026-05-20,2,0,32,Weakening,0,Fading,60,43,58,62
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,CBRE -> CBRE,Financing Relationship,California,,2026-05-21,2026-05-21,1,0,31,Weakening,0,Fading,60,43,58,61
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> National,Market Expansion,National,,2026-05-21,2026-05-27,10,1,93,Stable,0,Persistent,59,79,89,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Blackstone,Operational / Property Management Tech,Sun Belt,General Residential,2026-05-20,2026-05-27,10,1,93,Stable,0,Persistent,59,79,89,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> Houston,Market Expansion,Sun Belt,,2026-05-20,2026-05-27,10,1,93,Stable,0,Persistent,59,79,89,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Blackstone -> Sun Belt,Market Expansion,Sun Belt,,2026-05-20,2026-05-27,10,1,93,Stable,0,Persistent,59,79,89,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> Sun Belt,Acquisition / Buyer,Sun Belt,,2026-05-19,2026-05-27,68,4,92,Stable,0,Persistent,59,79,88,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,JV / Partnership,Sun Belt,,2026-05-20,2026-05-27,13,2,92,Stable,0,Persistent,59,79,88,66
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Lender / Debt Provider,JLL,Acquisition,Sun Belt,General Residential,2026-05-19,2026-05-27,18,2,91,Stable,0,Persistent,59,78,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> ares,JV / Partnership,National,,2026-05-20,2026-05-27,10,1,91,Stable,0,Persistent,59,78,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Institutional Capital Partner,Brookfield,Acquisition,National,Apartment,2026-05-21,2026-05-26,7,0,75,Weakening,0,Fading,59,69,80,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,New York -> cushman,Financing Relationship,New York,,2026-05-22,2026-05-26,6,0,70,Weakening,0,Fading,59,66,78,77
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Wood Partners -> Los Angeles,Financing Relationship,Other / Unknown,,2026-05-22,2026-05-26,6,0,70,Weakening,0,Fading,59,66,78,77
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,General Project Signal - Los Angeles - Renderings revealed: Arts District towers at 2143 E. Violet Street,General Project Signal,Los Angeles,Affordable Housing,2026-05-26,2026-05-27,2,1,54,Stable,0,Emerging,59,56,50,43
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,California -> cushman,Financing Relationship,California,,2026-05-19,2026-05-19,2,0,28,Weakening,0,Fading,59,40,56,60
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,96,Stable,0,Persistent,58,81,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,GP / Developer,Wood Partners,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,96,Stable,0,Persistent,58,81,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,95,Stable,0,Persistent,58,80,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Residential Sector,BTR / Single-Family Rental,Potential expansion or product diversification signal,Sun Belt,BTR / Single-Family Rental,2026-05-20,2026-05-27,12,1,94,Stable,0,Persistent,58,80,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,Disposition / Exit,Sun Belt,Apartment,2026-05-19,2026-05-27,13,1,94,Stable,0,Persistent,58,80,70,59
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan -> Florida,Market Expansion,Florida,,2026-05-19,2026-05-27,13,1,90,Stable,0,Persistent,58,77,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,Disposition / Seller,Sun Belt,,2026-05-19,2026-05-27,52,4,90,Stable,0,Persistent,58,77,88,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Los Angeles -> National,JV / Partnership,National,,2026-05-20,2026-05-27,10,1,89,Stable,0,Persistent,58,77,87,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,Acquisition / Buyer,Sun Belt,,2026-05-19,2026-05-27,48,4,89,Stable,0,Persistent,58,77,87,65
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Development Start - Other / Unknown - Missing Middle Weakness -> Development Start - Other / Unknown - Missing Middle Weakness,Development Activity,Other / Unknown,,2026-05-19,2026-05-27,13,1,88,Stable,0,Persistent,58,76,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024 -> Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Other / Unknown,,2026-05-19,2026-05-27,13,1,88,Stable,0,Persistent,58,76,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,New York -> New York,Acquisition / Buyer,New York,,2026-05-20,2026-05-26,12,0,88,Weakening,0,Fading,58,76,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,Entitlement / Permitting,Sun Belt,,2026-05-19,2026-05-27,26,2,88,Stable,0,Persistent,58,76,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Sun Belt -> Sun Belt,Market Expansion,Sun Belt,,2026-05-19,2026-05-27,87,6,88,Stable,0,Persistent,58,76,86,64
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,Hines -> JLL,Financing Relationship,New York,,2026-05-19,2026-05-20,10,0,67,Weakening,0,Fading,58,63,76,76
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Deal / Project,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Entitlement / Permitting,Los Angeles,Affordable Housing,2026-05-20,2026-05-22,5,0,52,Weakening,0,Fading,58,54,48,42
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> California,Market Expansion,California,,2026-05-21,2026-05-23,3,0,46,Weakening,0,Fading,58,51,66,47
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> California,Pricing / Valuation Signal,California,,2026-05-21,2026-05-23,3,0,46,Weakening,0,Fading,58,51,66,47
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> San Francisco,Market Expansion,California,,2026-05-21,2026-05-23,3,0,46,Weakening,0,Fading,58,51,66,47
2026-05-27,20260527-013618-38446781,2026-05-27 01:36:18,Relationship Edge,AvalonBay -> equity residential,Capital Flow,California,,2026-05-21,2026-05-23,3,0,46,Weakening,0,Fading,58,51,66,47
