run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-048,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,California,General Residential,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,59,78,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-004,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,California,California,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,77,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0069,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260522-008,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Early Site Signal,approval_watch,matched entitlement,Early Site Signal,Reappearing,30,77,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Office-to-Residential Conversion; No explicit timing reference,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0069,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260522-024,Former IBM offices at 3424 Wilshire to become housing,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,27,76,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Office-to-Residential Conversion; No explicit timing reference,Former IBM offices at 3424 Wilshire to become housing,Urbanize LA,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0037,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",80,LC-20260522-018,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",Sun Belt,Atlanta,Affordable Housing,Unknown,Unknown,Early Site Signal,excluded,no clear development milestone,,Reappearing,24,76,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Affordable / Density Bonus Strategy; No explicit timing reference,"Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Renovation",REBusiness Online,https://rebusinessonline.com/dominium-acquires-affordable-seniors-housing-community-in-duluth-georgia-plans-9-9m-renovation/,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0092,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,LC-20260522-030,Investment Firm Acquires SoHo Mixed-Use for $43M,New York,New York,Mixed-Use Residential,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,,Mature / Operating,21,75,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; 2026,Investment Firm Acquires SoHo Mixed-Use for $43M,Connect CRE,https://www.connectcre.com/stories/investment-firm-acquires-soho-mixed-use-for-43m/,High
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0031,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,80,LC-20260522-066,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Anaheim,General Residential,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: bridge loan,Refinancing / Recapitalization,Mature / Operating,51,74,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; 2026,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,Connect CRE Orange County,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-010,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,California,California,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,Connect CRE,https://www.connectcre.com/stories/hudson-valley-property-group-expands-california-presence-with-elk-grove-acquisition/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-011,Disposition / Exit - California - Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,California,California,Apartment,Unknown,northmarq,Unknown Stage,excluded,excluded operating-asset disposition,,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Northmarq: Multifamily Sale Serves as Benchmark for Fresno Market,Connect CRE Apartments,https://www.connectcre.com/stories/northmarq-multifamily-sale-serves-as-benchmark-for-fresno-market/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0069,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260522-012,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Urbanize LA,https://la.urbanize.city/post/tommy-beadel-why-los-angeles-easiest-place-develop-real-estate,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0069,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260522-023,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,California,Los Angeles,Office-to-Residential Conversion,Unknown,Unknown,Early Site Signal,excluded,no clear development milestone,Early Site Signal,Reappearing,30,74,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Office-to-Residential Conversion; No explicit timing reference,Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-014,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,California,California,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,34,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-101-pacific-coast-hwy-long-beach,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0057,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,80,LC-20260522-015,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,California,L.A.,Multifamily,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,33,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Urbanize LA,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0076,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,LC-20260522-016,"Acquisition - Sun Belt - Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Sun Belt,Miami,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,32,73,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"Dutch Investor Pays $110M For New Rental in Aventura, Fla.",Commercial Observer,https://commercialobserver.com/2026/05/breevest-avida-aventura-fifield-multifamily-housing/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0048,Acquisition - California - Hudson Valley Property Group Expands California Presence with Elk Grove Acquisition,80,LC-20260522-021,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,California,Senior Housing,Unknown,JLL,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,61,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0069,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,80,LC-20260522-020,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,California,Los Angeles,Workforce Housing,Unknown,Unknown,Unknown Stage,construction_delivery_watch,matched opens,,Reappearing,34,72,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Habitat development opens for residents next to La Cienega/Jefferson Station,Urbanize LA,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0076,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,LC-20260522-032,Construction Financing - Sun Belt - Alta Developers Secures $91.8M Construction Loan for Luxury Miami Apartments Tower,Sun Belt,Miami,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,,Mature / Operating,60,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Alta Developers Secures $91.8M Construction Loan for Luxury Miami Apartments Tower,Yield PRO,https://yieldpro.com/2026/05/alta-sunset/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0076,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,80,LC-20260522-033,Construction Financing - Sun Belt - Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in Sout...,Sun Belt,Miami,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,,Mature / Operating,60,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Madison Realty Capital Originates $91.8M Construction Loan for Multifamily Project in South Miami,REBusiness Online,https://rebusinessonline.com/madison-realty-capital-originates-91-8m-construction-loan-for-multifamily-project-in-south-miami/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0092,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,80,LC-20260522-034,Refinancing - New York - Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,New York,New York,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,,Mature / Operating,60,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Dwight Capital Provides $54M HUD-Insured Loan for Refinancing of Queens Apartment Building,REBusiness Online,https://rebusinessonline.com/dwight-capital-provides-54m-hud-insured-loan-for-refinancing-of-queens-apartment-building/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0037,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",80,LC-20260522-078,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Sun Belt,Atlanta,Student Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,56,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Georgia Tech Student Housing Investors Ink Refi,Connect CRE Atlanta,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
2026-05-22,20260522-230155-fb3b56b2,PRJ-20260522-0111,Modular / Construction Innovation - California - Modular Apartment Construction Gains Momentum In Bay Area,80,LC-20260522-022,Modular / Construction Innovation - California - Modular Apartment Construction Gains Momentum In Bay Area,California,San Francisco,Apartment,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,34,70,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Modular Apartment Construction Gains Momentum In Bay Area,Bisnow,https://www.bisnow.com/san-francisco/news/prefabrication-and-modular-construction/affordable-housing-developers-modular-construction-control-costs-134694,Medium
