run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-07-10,20260710-235937-714bc49a,source_activation.csv,CSV,Source Management,Generated,163,2026-07-10 23:59:38,Validated source activation and source quality scoring.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,source_health_report.md,Markdown,Source Management,Generated,9,2026-07-10 23:59:38,Readable source health report.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,source_coverage_report.md,Markdown,Source Management,Generated,4,2026-07-10 23:59:48,Readable Site / Parcel source coverage report.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,costar_intake_report.md,Markdown,Source Management,Generated,4,2026-07-10 23:59:48,Readable CoStar manual intake diagnostics.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,source_activation_report.md,Markdown,Source Management,Generated,11,2026-07-10 23:59:38,Readable source activation report.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,opportunity_radar.csv,CSV,Opportunity / Distress,Generated,57,2026-07-11 00:00:01,"Acquisition, recapitalization, JV, and market-entry opportunities.",Investment Team
2026-07-10,20260710-235937-714bc49a,distress_watchlist.csv,CSV,Opportunity / Distress,Generated,11,2026-07-11 00:00:01,"Refinancing stress, stalled project, and distress signals.",Investment Team
2026-07-10,20260710-235937-714bc49a,deal_pipeline.csv,CSV,Deal / Asset Intelligence,Generated,60,2026-07-11 00:00:01,Extracted deal and project pipeline signals.,Investment Team
2026-07-10,20260710-235937-714bc49a,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,82,2026-07-11 00:00:01,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
2026-07-10,20260710-235937-714bc49a,la_asset_watch.csv,CSV,Deal / Asset Intelligence,Generated,45,2026-07-10 23:59:59,LA and Southern California asset watchlist.,US Local Team
2026-07-10,20260710-235937-714bc49a,project_identity.csv,CSV,Deal / Asset Intelligence,Generated,671,2026-07-11 00:00:01,Canonical project identity resolution.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,persistent_asset_memory.csv,CSV,Historical Memory,Generated,180,2026-07-11 00:00:01,Persistent project memory across runs.,Development Team
2026-07-10,20260710-235937-714bc49a,la_persistent_asset_watch.csv,CSV,Historical Memory,Generated,106,2026-07-11 00:00:01,Persistent LA and Southern California asset watch.,US Local Team
2026-07-10,20260710-235937-714bc49a,entitlement_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,16,2026-07-10 23:59:57,"Zoning, permitting, entitlement, and approval signals.",Development Team
2026-07-10,20260710-235937-714bc49a,la_entitlement_watch.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,10,2026-07-10 23:59:57,LA and California entitlement watchlist.,US Local Team
2026-07-10,20260710-235937-714bc49a,development_lifecycle.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,82,2026-07-11 00:00:01,Development lifecycle stage classification.,Development Team
2026-07-10,20260710-235937-714bc49a,lifecycle_transition.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,82,2026-07-11 00:00:01,Lifecycle progression and stall tracking.,Development Team
2026-07-10,20260710-235937-714bc49a,timing_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,45,2026-07-10 23:59:57,"Timing signals for refinancing, delivery, permitting, and entry windows.",Strategy Team
2026-07-10,20260710-235937-714bc49a,market_entry_window.csv,CSV,Strategy Briefing,Generated,8,2026-07-10 23:59:57,Market entry window scoring by region.,Investment Team
2026-07-10,20260710-235937-714bc49a,gp_watchlist.csv,CSV,GP / Institutional Intelligence,Generated,24,2026-07-10 23:59:49,Emerging GP ranking and watchlist.,Strategy Team
2026-07-10,20260710-235937-714bc49a,gp_intelligence.csv,CSV,GP / Institutional Intelligence,Generated,24,2026-07-10 23:59:49,Developer and GP intelligence signals.,Strategy Team
2026-07-10,20260710-235937-714bc49a,institutional_relationships.csv,CSV,GP / Institutional Intelligence,Generated,24,2026-07-10 23:59:49,Institutional relationship and capital-flow scoring.,Strategy Team
2026-07-10,20260710-235937-714bc49a,relationship_graph.csv,CSV,GP / Institutional Intelligence,Generated,125,2026-07-11 00:00:01,"Developer, lender, capital partner, and market relationship edges.",Strategy Team
2026-07-10,20260710-235937-714bc49a,regional_intelligence.csv,CSV,Strategy Briefing,Generated,13,2026-07-10 23:59:49,Market and regional intelligence summary.,US Local Team
2026-07-10,20260710-235937-714bc49a,residential_sector_intelligence.csv,CSV,Strategy Briefing,Generated,11,2026-07-10 23:59:49,Residential sector coverage beyond multifamily.,Strategy Team
2026-07-10,20260710-235937-714bc49a,historical_memory.csv,CSV,Historical Memory,Generated,4354,2026-07-10 23:59:49,Recurring entities and signals across runs.,Strategy Team
2026-07-10,20260710-235937-714bc49a,capital_flow_memory.csv,CSV,Historical Memory,Generated,966,2026-07-10 23:59:49,Capital-flow memory and lender recurrence tracking.,Finance / Treasury
2026-07-10,20260710-235937-714bc49a,relationship_persistence.csv,CSV,Historical Memory,Generated,1274,2026-07-10 23:59:49,"Recurring GP, lender, and capital relationships.",Strategy Team
2026-07-10,20260710-235937-714bc49a,pipeline_manifest.csv,CSV,Quality Control,Generated,60,2026-07-11 00:00:01,Index of major outputs and their status.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,pipeline_manifest.md,Markdown,Quality Control,Generated,3,2026-07-11 00:00:01,Human-readable pipeline output index.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,pipeline_health.csv,CSV,Quality Control,Generated,141,2026-07-11 00:00:01,Machine-readable pipeline health checks.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,pipeline_health_report.md,Markdown,Quality Control,Generated,6,2026-07-11 00:00:01,Human-readable pipeline health report.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,error_log.csv,CSV,Quality Control,Generated,2177,2026-07-11 00:00:01,Append-only log of non-fatal warnings and errors.,Technical / Maintenance
2026-07-10,20260710-235937-714bc49a,run_summary.md,Markdown,Quality Control,Generated,5,2026-07-11 00:00:01,Short beginner-friendly summary of the latest run.,Executive
