run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Manhattan,New York,1,1,0,1,1,2,Apartment,Refinancing,General Entitlement Signal,General submarket monitoring,54,46,20,Strategic watch submarket,Monitor only,Refinancing - New York City / New York - Timber Equities Receives $27.5M Loan for Refinancing of Manhattan Apartment Building; Timber Equities Receives $27.5M Loan for Refinancing of Manhattan Apartment Building
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Houston,Texas,1,1,0,1,0,1,Mixed-Use Residential,Acquisition,General Entitlement Signal,Mixed-use corridor,54,0,20,Strategic watch submarket,Track local GP / sponsor activity,Acquisition - Houston / Texas - Alliance Building Houston-Area Complex Amid Declining Multifamily Construction; Alliance Building Houston-Area Complex Amid Declining Multifamily Construction
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Scottsdale,Arizona,1,1,0,1,0,1,General Residential,Acquisition,General Entitlement Signal,General submarket monitoring,48,0,20,Strategic watch submarket,Track local GP / sponsor activity,Acquisition - Phoenix / Arizona - Albany Road Snags Loan for Scottsdale MOB Acquisition; Albany Road Snags Loan for Scottsdale MOB Acquisition
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Los Angeles / California,National / Other,0,2,1,0,0,0,Affordable Housing,Disposition / Exit,Entitlement Approval,General submarket monitoring,34,21,42,General monitoring,Monitor entitlement precedent,"Development Start - Los Angeles / California - Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester; Disposition / Exit - Los Angeles / California - Woodland Hills Country Club, Mayoral debate, and more"
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Beverly Hills,National / Other,0,1,1,0,0,0,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,34,11,20,General monitoring,Monitor entitlement precedent,Entitlement / Permitting - Beverly Hills / California - Revised look emerges for resi tower at 8844 Burton Way in Beverly Hills
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,California,National / Other,0,3,0,0,0,0,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,24,0,20,Low relevance,Track local GP / sponsor activity,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal; JV / Partnership - California - Brixton Capital Launches Multifamily Investment-Management Platform; JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Pasadena,Los Angeles,1,1,0,0,0,0,General Residential,Disposition / Exit,General Entitlement Signal,General submarket monitoring,20,0,30,Low relevance,Monitor only,49 condos up for sale at 127 N. Madison Ave. in Pasadena; Disposition / Exit - Los Angeles / California - 49 condos up for sale at 127 N. Madison Ave. in Pasadena
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Baton Rouge,National / Other,0,2,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,Density bonus corridor,16,0,20,Low relevance,Track local GP / sponsor activity,Acquisition - Baton Rouge / Louisiana - Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Unit...; Disposition / Exit - Baton Rouge / Louisiana - Marcus & Millichap Brokers Sale of Two Multifamily Properties in Baton Rouge and Natchitoc...
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Colorado,National / Other,0,2,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,16,0,20,Low relevance,Track local GP / sponsor activity,General Project Signal - Colorado - Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building; General Project Signal - Colorado - Newmark Arranges $45.9M in FHA Financing for Two Class A Multifamily Communities in Grand...
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Louisiana,National / Other,0,2,0,0,0,0,Apartment,Disposition / Exit,General Entitlement Signal,General submarket monitoring,16,0,20,Low relevance,Track local GP / sponsor activity,Disposition / Exit - Louisiana - Marcus & Millichap Brokers $4M Sale of Multifamily Asset in Fort Pierce Florida; Disposition / Exit - Louisiana - Marcus & Millichap Brokers Sale of Two Multifamily Property Portfolio in Louisiana
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Orange County,Orange County,3,0,0,0,0,0,Apartment,General Project Signal,General Entitlement Signal,General submarket monitoring,12,0,30,Low relevance,Track local GP / sponsor activity,Bascom Acquires Buena Park Apartments as Value-Add Deal; Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Texas,National / Other,0,1,0,0,0,0,Mixed-Use Residential,JV / Partnership,General Entitlement Signal,Mixed-use corridor,8,0,20,Low relevance,Track local GP / sponsor activity,JV / Partnership - Texas - PCCP and RPM Living Investments Joint Venture Acquire 358-Unit Texas Multifamily Mixed-Use...
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Washington Dc,National / Other,0,1,0,0,0,0,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,8,0,20,Low relevance,Monitor only,Acquisition - Washington DC - Bonaventure Acquires Ownership Interest in Chevy Chase MF Development
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Austin,Texas,1,0,0,0,0,0,Multifamily,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Track local GP / sponsor activity,"Camden CEO talks Sun Belt optimism, EQR-AVB merger"
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Fort Worth,Texas,2,0,0,0,0,0,BTR / Single-Family Rental,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Monitor only,Sr. Housing Developer Advancing 242-Unit Plano Independent Living Facility; W Properties Mixing BTR and Garden-Style Apartments in Melissa
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Nashville,Southeast,1,0,0,0,0,0,Multifamily,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Track local GP / sponsor activity,"Camden CEO talks Sun Belt optimism, EQR-AVB merger"
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Raleigh,Southeast,1,0,0,0,0,0,Multifamily,General Project Signal,General Entitlement Signal,General submarket monitoring,0,0,20,Low relevance,Track local GP / sponsor activity,"Camden CEO talks Sun Belt optimism, EQR-AVB merger"
