run_date,run_id,signal_quality_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,source_quality_score,multi_source_confirmation_score,specificity_score,lifecycle_consistency_score,persistence_score,overall_signal_quality_score,signal_quality_label,institutional_confidence_label,false_positive_risk,signal_decay_risk,supporting_source_count,recurring_observation_count,lifecycle_consistency_flag,multi_source_confirmation_flag,recommended_signal_action,evidence_summary,confidence_reason
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-011,PRJ-20260531-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Florida,Unknown,Apartment,95,100,80,65,90,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,18,Needs Review,Confirmed,Immediate strategic review,"7 source file(s), 18 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-017,PRJ-20260531-0084,Office-to-Residential Conversion - New York - Speaker Spotlight: Adam Greene of RXR,New York,New York,RXR,Office-to-Residential Conversion,95,100,85,60,84,86,Institutional Grade,Strong Institutional Signal,Very Low,Persistent,7,8,Needs Review,Confirmed,Immediate strategic review,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-016,PRJ-20260531-0104,General Project Signal - Sun Belt - Empire Group Starts Work on $170M Phoenix Apartment Tower,Sun Belt,Phoenix,Unknown,Apartment,95,100,70,60,86,83,High Confidence,Institutional Watch,Very Low,Persistent,4,8,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-008,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,California,Los Angeles,Unknown,Affordable Housing,65,100,70,65,99,80,High Confidence,Institutional Watch,Very Low,Persistent,3,30,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 30 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-020,PRJ-20260531-0105,JV / Partnership - New York - IPA Arranges $27M Acquisition Loan for Apartment Community in D.C’s NoMa District,New York,Southeast,Unknown,Apartment,95,92,70,60,73,79,High Confidence,Institutional Watch,Low,Likely Noise,4,4,Needs Review,Confirmed,Add to executive watchlist,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-009,PRJ-20260531-0079,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,Unknown,National,Unknown,Office-to-Residential Conversion,65,84,70,75,93,77,High Confidence,Institutional Watch,Low,Persistent,3,6,Consistent,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-012,PRJ-20260531-0077,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,National,Unknown,Unknown,Office-to-Residential Conversion,95,100,60,75,90,74,High Confidence,Institutional Watch,Low,Persistent,5,10,Consistent,Confirmed,Add to executive watchlist,"5 source file(s), 10 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-046,PRJ-20260531-0117,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Unknown,Wood Partners,Apartment,70,84,85,60,54,72,High Confidence,Institutional Watch,Low,Persistent,3,6,Needs Review,Confirmed,Add to executive watchlist,"3 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100",multi-source confirmation; persistent observations; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-028,PRJ-20260531-0067,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,Los Angeles,Unknown,Unknown,Affordable Housing,95,100,60,60,70,68,Moderate Confidence,Early Institutional Signal,Low,Persistent,5,32,Needs Review,Confirmed,Monitor for confirmation,"5 source file(s), 32 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-018,PRJ-20260531-0102,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Other / Unknown,Unknown,Unknown,Affordable Housing,95,100,40,65,83,66,Moderate Confidence,Early Institutional Signal,Low,Persistent,8,54,Needs Review,Confirmed,Monitor for confirmation,"8 source file(s), 54 observation(s), latest stage Delivery / Opening, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-013,PRJ-20260531-0069,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,Other / Unknown,Unknown,Unknown,Affordable Housing,65,100,60,60,90,65,Moderate Confidence,Early Institutional Signal,Low,Persistent,7,57,Needs Review,Confirmed,Monitor for confirmation,"7 source file(s), 57 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-038,PRJ-20260531-0036,Audubon Unveils Palmer Club Apartments Breathing New Life into Former Fairway View Apartments with Multi-Million Dollar Renovation,Other / Unknown,Los Angeles,Unknown,Mixed-Use Residential,45,86,60,60,63,63,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,10,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 80",partial source diversity; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-034,PRJ-20260531-0118,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Unknown,Unknown,Apartment,70,100,60,60,67,62,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,3,22,Needs Review,Confirmed,Monitor for confirmation,"3 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 80",multi-source confirmation; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-039,PRJ-20260531-0045,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Other / Unknown,Los Angeles,Unknown,Apartment,45,81,60,60,63,62,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,9,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 9 observation(s), latest stage Unknown Stage, identity confidence 80",partial source diversity; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-031,PRJ-20260531-0050,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,California,Hollywood,Unknown,Affordable Housing,45,46,60,95,57,60,Moderate Confidence,Early Institutional Signal,Moderate,Stable,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",partial source diversity; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-033,PRJ-20260531-0052,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",California,Inland Empire,Unknown,Apartment,45,46,60,95,57,60,Moderate Confidence,Early Institutional Signal,Moderate,Stable,2,2,Consistent,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Delivery / Opening, identity confidence 80",partial source diversity; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-021,PRJ-20260531-0006,Entitlement / Permitting - California - Updated plan for apartments at 1238 Lincoln Blvd. in Santa Monica,California,California,Lincoln Property Company,Apartment,45,46,75,60,69,59,Moderate Confidence,Early Institutional Signal,Moderate,Likely Noise,2,2,Needs Review,Partial,Monitor for confirmation,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",partial source diversity; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-023,PRJ-20260531-0068,JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virginia,National,Los Angeles,Unknown,Office-to-Residential Conversion,45,56,60,60,70,58,Moderate Confidence,Early Institutional Signal,Moderate,Likely Noise,2,4,Needs Review,Partial,Monitor for confirmation,"2 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 80",partial source diversity; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-022,PRJ-20260531-0119,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Unknown,Unknown,Unknown,Apartment,45,100,40,65,78,56,Moderate Confidence,Early Institutional Signal,Moderate,Persistent,2,30,Needs Review,Confirmed,Monitor for confirmation,"2 source file(s), 30 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80",partial source diversity; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-026,PRJ-20260531-0103,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Unknown,Unknown,Unknown,Affordable Housing,45,88,50,60,75,54,Weak Signal,Speculative,Moderate,Persistent,1,14,Needs Review,Confirmed,Track only,"1 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; persistent observations; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-019,PRJ-20260531-0028,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,69,54,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-050,PRJ-20260531-0083,PNC Bank Refis West Village Apartment Building With $404M Loan,New York,Unknown,Refinancing - New York - PNC Bank Refis West Village Apartment Building With $404M Loan,General Residential,50,33,85,60,38,54,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-024,PRJ-20260531-0020,Entitlement / Permitting - Los Angeles - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-025,PRJ-20260531-0009,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,California,Los Angeles,Unknown,Affordable Housing,45,28,70,60,64,53,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-036,PRJ-20260531-0053,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Koreatown,Unknown,Affordable Housing,45,46,60,60,53,53,Weak Signal,Speculative,Moderate,Likely Noise,2,2,Needs Review,Partial,Track only,"2 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",partial source diversity; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-063,PRJ-20260531-0110,Eaton Vance Picks Charlotte Rental Community for $65.8M,Sun Belt,Unknown,Disposition / Exit - Sun Belt - Eaton Vance Picks Charlotte Rental Community for $65.8M,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-064,PRJ-20260531-0106,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Unknown,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,General Residential,50,33,85,60,28,52,Weak Signal,Speculative,Moderate,Likely Noise,1,3,Needs Review,Partial,Track only,"1 source file(s), 3 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-053,PRJ-20260531-0109,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Unknown,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-054,PRJ-20260531-0040,Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,California,Unknown,Disposition / Exit - California - Carlsbad Lifestyle Center Fetches $91M in Sale to 11North,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-057,PRJ-20260531-0114,Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,Sun Belt,Unknown,General Project Signal - Sun Belt - Insignia Pursuing Embassy Row Multifamily Mixed-Use Redevelopment in Atlanta,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-060,PRJ-20260531-0041,JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,Unknown,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-061,PRJ-20260531-0039,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,General Residential,50,28,85,60,30,51,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; some recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-027,PRJ-20260531-0016,Entitlement / Permitting - Los Angeles - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,California,Los Angeles,Unknown,Apartment,45,28,60,60,62,50,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-032,PRJ-20260531-0004,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,California,Los Angeles,Unknown,Affordable Housing,45,28,60,60,57,49,Weak Signal,Speculative,Moderate,Likely Noise,1,2,Needs Review,Partial,Track only,"1 source file(s), 2 observation(s), latest stage Unknown Stage, identity confidence 80",single-source or thin source base; some recurrence; limited specificity
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-066,PRJ-20260531-0058,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Los Angeles,Unknown,Entitlement / Permitting - Los Angeles - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-068,PRJ-20260531-0060,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Los Angeles,Unknown,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-072,PRJ-20260531-0056,"Covina Apartments Trade on In-Place Cash Flow, Rental Upside",Los Angeles,Unknown,"Disposition / Exit - Los Angeles - Covina Apartments Trade on In-Place Cash Flow, Rental Upside",General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-074,PRJ-20260531-0055,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Los Angeles,Unknown,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-077,PRJ-20260531-0080,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,Unknown,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-082,PRJ-20260531-0059,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Los Angeles,Unknown,Entitlement / Permitting - Los Angeles - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-083,PRJ-20260531-0075,JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virginia,National,Unknown,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-084,PRJ-20260531-0076,JBG SMITH Commences Office-to-Residential Conversion in National Landing,National,Unknown,Office-to-Residential Conversion - National - JBG SMITH Commences Office-to-Residential Conversion in National Landing,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-085,PRJ-20260531-0061,"Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",Los Angeles,Unknown,"JV / Partnership - Los Angeles - Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-087,PRJ-20260531-0057,Metro breaks ground on North Hollywood - Pasadena BRT line,Los Angeles,Unknown,Disposition / Exit - Los Angeles - Metro breaks ground on North Hollywood - Pasadena BRT line,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
2026-05-31,20260531-230156-2ca508a0,SQ-20260531-088,PRJ-20260531-0064,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Los Angeles,Unknown,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,General Residential,50,23,85,60,22,49,Weak Signal,Speculative,Moderate,Likely Noise,1,1,Needs Review,Single Source,Track only,"1 source file(s), 1 observation(s), latest stage Unknown Stage, identity confidence 100",single-source or thin source base; limited recurrence; specific project / sponsor / location clues
