run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-007,art_b7482369fd1a0600,valid,Development Activity,GP / Capital Activity,repeat_penalized,40,accessible,"JV / Partnership - Los Angeles - Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",California,Los Angeles,Affordable Housing,Unknown,Unknown,Vertical Construction,construction_delivery_watch,matched broke ground,Vertical Construction,Reappearing,23,84,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Construction started; Affordable / Density Bonus Strategy; broke ground,"Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",Connect CRE Apartments,https://www.connectcre.com/stories/logos-faith-st-rest-break-ground-on-138-unit-affordable-housing/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0044,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260531-015,art_b7482369fd1a0600,valid,Development Activity,GP / Capital Activity,repeat_penalized,40,accessible,"Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",California,Unknown,Affordable Housing,Unknown,Unknown,Vertical Construction,construction_delivery_watch,matched broke ground,Vertical Construction,Reappearing,23,83,Unknown Timing,Low,Low,Medium,Low,General monitoring,"Benchmark construction timeline, sponsor execution, and delivery risk",Vertical Construction; Construction started; Affordable / Density Bonus Strategy; 2026,"Logos Faith, St. Rest Break Ground on 138-Unit Affordable Housing",Connect CRE Apartments,https://www.connectcre.com/stories/logos-faith-st-rest-break-ground-on-138-unit-affordable-housing/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0050,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,80,LC-20260531-027,art_94ddbfdf53356ba5,valid,Development Activity,GP / Capital Activity,acceptable_repeat,66,accessible,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,California,Hollywood,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,59,82,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in West Hollywood,Urbanize LA,https://la.urbanize.city/post/developer-scores-construction-loan-mixed-use-project-8025-santa-monica-blvd-west-hollywood,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0085,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,LC-20260531-020,art_0593f02bc0368fb7,valid,GP / Capital Activity,,acceptable_repeat,70,accessible,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,New York,Mixed-Use Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,41,82,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",Commercial Observer,https://commercialobserver.com/2026/05/dwight-mortgage-trust-rockland-county-apartments/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260531-033,art_86d3cff087fb1b43,valid,GP / Capital Activity,,repeat_penalized,55,accessible,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,50,81,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; 2026,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE South Florida,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0071,Refinancing - New York - PNC Bank Refis West Village Apartment Building With $404M Loan,80,LC-20260531-034,art_0301e5b5e4f10e49,valid,GP / Capital Activity,,acceptable_repeat,74,accessible,PNC Bank Refis West Village Apartment Building With $404M Loan,New York,Manhattan,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,37,81,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,PNC Bank Refis West Village Apartment Building With $404M Loan,Commercial Observer,https://commercialobserver.com/2026/05/pnc-bank-rockrose-west-village-apartment-building/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-031,art_f775b4e9c4c3ac78,valid,Development Activity,,acceptable_repeat,66,accessible,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,California,Los Angeles,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,23,81,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-1418-s-mansfield-ave-mid-city,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0044,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",80,LC-20260531-037,art_f0e5befbb21a23aa,valid,GP / Capital Activity,,repeat_penalized,36,accessible,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: recapitalization,Refinancing / Recapitalization,Mature / Operating,64,80,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0074,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260531-030,art_f2aa7210fded1e3c,valid,GP / Capital Activity,,repeat_penalized,55,accessible,El-Ad Pays $45.5M for Coconut Grove Property,Sun Belt,Miami,Apartment,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,24,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0079,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,80,LC-20260531-021,art_4451b8131a4911f3,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,Unknown,National,Office-to-Residential Conversion,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,,Reappearing,24,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Office-to-Residential Conversion; No explicit timing reference,JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virginia,Yield PRO,https://yieldpro.com/2026/05/crystal-drive/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0052,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",80,LC-20260531-035,art_fe740a152ba7cd5a,valid,Development Activity,GP / Capital Activity,acceptable_repeat,74,accessible,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",California,Inland Empire,Apartment,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched completed,Delivery / Opening,Mature / Operating,23,80,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; 2026,"PCCP, Alliance Residential Snap Up Garden-Style Riverside Complex",Connect CRE,https://www.connectcre.com/stories/pccp-alliance-residential-snap-up-garden-style-riverside-complex/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-024,art_086d345158545dbe,valid,Development Activity,Market Intelligence,acceptable_repeat,70,accessible,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,California,Los Angeles,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,21,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Urbanize LA,https://la.urbanize.city/post/modular-housing-manufacturing-proposed-city-owned-site-10901-s-clovis-st-south-la,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0049,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,80,LC-20260531-022,art_577251798106bbfb,valid,Development Activity,GP / Capital Activity,repeat_penalized,44,accessible,Aventon to Build 270-Unit Port Richey Rental Community,Florida,Unknown,Apartment,Unknown,Unknown,Site Acquisition / Site Control,site_parcel_activity,matched land assemblage,Site Acquisition / Site Control,Reappearing,19,80,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Aventon to Build 270-Unit Port Richey Rental Community,Connect CRE Apartments,https://www.connectcre.com/stories/aventon-to-build-270-unit-port-richey-rental-community/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0085,"Construction Financing - New York - Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",80,LC-20260531-036,art_0593f02bc0368fb7,valid,GP / Capital Activity,,acceptable_repeat,70,accessible,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",New York,Unknown,Mixed-Use Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,34,79,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Dwight Mortgage Trust Lends $55M on Rockland County, N.Y., Multifamily Development",Commercial Observer,https://commercialobserver.com/2026/05/dwight-mortgage-trust-rockland-county-apartments/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0077,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,80,LC-20260531-028,art_e433b84f9d4b2d77,valid,Development Activity,GP / Capital Activity,repeat_penalized,44,accessible,JBG SMITH Commences Office-to-Residential Conversion in National Landing,National,Unknown,Office-to-Residential Conversion,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,25,79,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Office-to-Residential Conversion; 2026,JBG SMITH Commences Office-to-Residential Conversion in National Landing,Connect CRE Apartments,https://www.connectcre.com/stories/jbg-smith-commences-office-to-residential-conversion-in-national-landing/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0079,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,80,LC-20260531-029,art_e433b84f9d4b2d77,valid,Development Activity,GP / Capital Activity,repeat_penalized,44,accessible,Office-to-Residential Conversion - National - JBG SMITH Commences Office-to-Residential Conversion in National Landing,Unknown,National,Office-to-Residential Conversion,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,25,79,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Office-to-Residential Conversion; No explicit timing reference,JBG SMITH Commences Office-to-Residential Conversion in National Landing,Connect CRE Apartments,https://www.connectcre.com/stories/jbg-smith-commences-office-to-residential-conversion-in-national-landing/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-004,art_da529bee74e42944,valid,Development Activity,,acceptable_repeat,74,accessible,Entitlement / Permitting - Los Angeles - 150 apartments debut at 549 S. Harvard Blvd. in Koreatown,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,78,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,150 apartments debut at 549 S. Harvard Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/150-apartments-debut-549-s-harvard-blvd-koreatown,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-005,art_f775b4e9c4c3ac78,valid,Development Activity,,acceptable_repeat,66,accessible,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,77,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,Urbanize LA,https://la.urbanize.city/post/affordable-housing-slated-1418-s-mansfield-ave-mid-city,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0077,Office-to-Residential Conversion - National - JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virg...,80,LC-20260531-043,art_4451b8131a4911f3,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,accessible,JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virginia,National,Unknown,Office-to-Residential Conversion,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,,Newly Detected,24,77,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Office-to-Residential Conversion; No explicit timing reference,JBG SMITH Begins Latest Office-to-Residential Conversion in National Landing Northern Virginia,Yield PRO,https://yieldpro.com/2026/05/crystal-drive/,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-053,art_086d345158545dbe,valid,Development Activity,Market Intelligence,acceptable_repeat,70,accessible,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,California,Los Angeles,Affordable Housing,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Newly Detected,21,77,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South LA,Urbanize LA,https://la.urbanize.city/post/modular-housing-manufacturing-proposed-city-owned-site-10901-s-clovis-st-south-la,High
2026-05-31,20260531-230156-2ca508a0,PRJ-20260531-0066,Modular / Construction Innovation - Los Angeles - Modular housing manufacturing proposed for city-owned site at 10901 S. Clovis St. in South...,80,LC-20260531-006,art_a7fdd8493624e02a,valid,Development Activity,,acceptable_repeat,74,accessible,Entitlement / Permitting - Los Angeles - Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,California,Los Angeles,Apartment,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,34,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Infill housing slated for 349 N. Oakhurst Ave. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/infill-housing-slated-349-n-oakhurst-ave-beverly-hills,Medium
