run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,BHI,Office-to-Residential Conversion - Other / Unknown - BHI Lends $170M on Third Avenue Office-to-Resi Conversion,General Association,Other / Unknown,Office-to-Residential Conversion,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,"BTR / Build-to-Rent - National - House Passes BTR-Friendly Housing Bill, But Senate Fight Looms",National,Market Expansion,National,BTR / Build-to-Rent,2026-05-20,2026-05-27,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Innovation / Construction Strategy,Other / Unknown,BTR / Build-to-Rent,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Basis Investment Group,Washington Dc,Financing Relationship,Washington DC,Construction Financing,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Basis Investment Group,Washington DC,Financing Relationship,Washington DC,Construction Financing,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Basis Investment Group,Los Angeles,Financing Relationship,Washington DC,Construction Financing,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sun Belt,Pricing / Valuation Signal,Miami / Florida,General Project Signal,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Berkadia,Financing Relationship,Sarasota / Florida,Refinancing,2026-06-01,2026-06-04,13,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sarasota / Florida,Financing Relationship,Sarasota / Florida,Refinancing,2026-06-01,2026-06-04,7,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Los Angeles,Acquisition / Buyer,Houston / Texas,Acquisition,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Houston,Acquisition / Buyer,Houston / Texas,Acquisition,2026-06-02,2026-06-08,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Berkadia,JV / Partnership,Miami / Florida,JV / Partnership,2026-06-08,2026-06-10,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Berkadia,Financing Relationship,Houston / Texas,Acquisition,2026-06-02,2026-06-08,10,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Berkadia,Financing Relationship,Miami / Florida,Construction Financing,2026-06-02,2026-06-07,8,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sun Belt,Financing Relationship,Miami / Florida,Construction Financing,2026-06-05,2026-06-07,12,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sun Belt,JV / Partnership,Miami / Florida,JV / Partnership,2026-06-08,2026-06-10,8,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,2
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sun Belt,Market Expansion,Miami / Florida,General Project Signal,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Houston / Texas,Acquisition / Buyer,Houston / Texas,Acquisition,2026-06-02,2026-06-08,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,South Florida,Market Expansion,Miami / Florida,General Project Signal,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,South Florida,JV / Partnership,Miami / Florida,JV / Partnership,2026-06-08,2026-06-10,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Berkadia,Acquisition / Buyer,Houston / Texas,Acquisition,2026-06-05,2026-06-08,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkadia,Sarasota,Financing Relationship,Sarasota / Florida,Refinancing,2026-06-01,2026-06-04,7,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkshire Hathaway,Sun Belt,Market Expansion,Phoenix / Arizona,BTR / Build-to-Rent,2026-06-02,2026-06-05,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkshire Hathaway,Los Angeles,Innovation / Construction Strategy,Phoenix / Arizona,BTR / Build-to-Rent,2026-06-02,2026-06-05,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkshire Hathaway,Los Angeles,Financing Relationship,Los Angeles / California,Construction Financing,2026-06-04,2026-06-05,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Berkshire Hathaway,Scottsdale,Market Expansion,Phoenix / Arizona,BTR / Build-to-Rent,2026-06-02,2026-06-05,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,New York,Market Expansion,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Houston,Market Expansion,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,JV / Partnership,Riverside / California,JV / Partnership,2026-06-04,2026-06-04,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,Pricing / Valuation Signal,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Sun Belt,Market Expansion,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,Capital Flow,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,Innovation / Construction Strategy,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,Capital Flow,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,Blackstone,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-28,30,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Blackstone,New York,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-28,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Brookfield,National,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Brookfield,Brookfield,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Brookfield,Los Angeles,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,Los Angeles,Market Expansion,Los Angeles / California,Office-to-Residential Conversion,2026-06-02,2026-06-04,20,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,California,Disposition / Seller,California,Disposition / Exit,2026-06-04,2026-06-10,30,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Accelerating,4
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,California,Acquisition / Buyer,California,Acquisition,2026-05-21,2026-06-04,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,Los Angeles,General Association,Los Angeles / California,Office-to-Residential Conversion,2026-06-02,2026-06-04,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,CBRE,Financing Relationship,California,Disposition / Exit,2026-05-21,2026-06-10,20,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,2
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,Los Angeles,Disposition / Seller,Los Angeles / California,Disposition / Exit,2026-06-04,2026-06-09,30,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,CBRE,CBRE,Financing Relationship,Los Angeles / California,Disposition / Exit,2026-06-02,2026-06-09,20,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,San Francisco,JV / Partnership,California,JV / Partnership,2026-05-27,2026-05-30,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Acquisition / Buyer,California,Acquisition,2026-05-21,2026-06-04,28,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,JLL,Financing Relationship,California,Disposition / Exit,2026-05-19,2026-06-01,26,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,CBRE,Financing Relationship,California,Acquisition,2026-05-21,2026-05-26,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Development Activity,California,Development Start,2026-06-04,2026-06-07,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,northmarq,Financing Relationship,California,Disposition / Exit,2026-05-22,2026-05-27,9,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Entitlement / Permitting,San Francisco / California,Entitlement / Permitting,2026-06-01,2026-06-09,9,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Disposition / Seller,California,Disposition / Exit,2026-05-20,2026-06-01,21,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,JV / Partnership,California,JV / Partnership,2026-05-27,2026-05-30,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Entitlement / Permitting,California,Entitlement / Permitting,2026-05-19,2026-05-27,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,San Francisco,Entitlement / Permitting,San Francisco / California,Entitlement / Permitting,2026-06-01,2026-06-09,9,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Financing Relationship,California,Recapitalization,2026-05-26,2026-06-01,19,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,Santa Monica,Market Expansion,Santa Monica / California,General Project Signal,2026-06-04,2026-06-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,San Francisco,Entitlement / Permitting,California,Entitlement / Permitting,2026-05-19,2026-05-27,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Market Expansion,Santa Monica / California,General Project Signal,2026-06-04,2026-06-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,California,California,Market Expansion,California,General Project Signal,2026-05-19,2026-06-10,42,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Accelerating,5
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Berkadia,Financing Relationship,Florida,Refinancing,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Sun Belt,Market Expansion,Atlanta / Georgia,BTR / Build-to-Rent,2026-06-01,2026-06-02,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Los Angeles,Innovation / Construction Strategy,Atlanta / Georgia,BTR / Build-to-Rent,2026-06-01,2026-06-02,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Los Angeles,Market Expansion,Atlanta / Georgia,BTR / Build-to-Rent,2026-06-01,2026-06-02,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Refinancing - Florida - Benefit Street Partners Provides $82M Refi for Sarasota County Multifamily,Financing Relationship,Florida,Refinancing,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Crescent Communities,Florida,Financing Relationship,Florida,Refinancing,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - National - Multifamily starts rose again in April,U.S.,Development Activity,National,Development Start,2026-05-22,2026-05-28,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Development Start - Other / Unknown - CJM Development Completes 168-Unit Utah Multifamily Affordable Housing Community,Development Activity,Other / Unknown,Development Start,2026-05-30,2026-06-01,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,Development Activity,Other / Unknown,Development Start,2026-05-26,2026-06-10,32,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-06-10,43,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Other / Unknown - Missing Middle Weakness,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-06-10,43,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-06-10,43,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-06-10,43,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,"Disposition / Exit - Houston / Texas - Targo Capital Partners Buys 185 East Houston Street, Part of $81M Portfolio",Houston / Texas,Disposition / Seller,Houston / Texas,Disposition / Exit,2026-06-05,2026-06-08,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,"Disposition / Exit - Houston / Texas - Targo Capital Partners Buys 185 East Houston Street, Part of $81M Portfolio",Houston,Disposition / Seller,Houston / Texas,Disposition / Exit,2026-06-05,2026-06-08,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,"Disposition / Exit - National - CRE Sales Fall 33%, Reversing Q1 Momentum As Debt Costs Climb",National,Disposition / Seller,National,Disposition / Exit,2026-05-20,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,"Disposition / Exit - National - CRE Sales Fall 33%, Reversing Q1 Momentum As Debt Costs Climb",CBRE,Financing Relationship,National,Disposition / Exit,2026-05-20,2026-05-26,7,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Disposition / Exit - Other / Unknown - Colorado Coalition for the Homeless Converting Downtown Denver YMCA Space to Multifamily A...,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-05-31,2026-06-01,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Disposition / Exit - Other / Unknown - Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Disposition / Exit - Other / Unknown - Interra Realty Brokers Sale of Bucktown Mixed-Use Property,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-06-01,2026-06-02,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-05-19,2026-06-10,43,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting,Other / Unknown,Entitlement / Permitting,2026-05-19,2026-06-02,30,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Entitlement / Permitting - Other / Unknown - Scissor stairs may lower Washington multifamily building costs,Entitlement / Permitting - Other / Unknown - Scissor stairs may lower Washington multifamily building costs,Entitlement / Permitting,Other / Unknown,Entitlement / Permitting,2026-05-29,2026-06-01,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Other / Unknown,Entitlement / Permitting,2026-05-19,2026-05-28,15,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Essex Realty Group,Disposition / Exit - Other / Unknown - Newly Constructed Mid-Rise Multifamily Property Across from University of Chicago Hits the...,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Essex Realty Group,essex,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-06-02,2026-06-02,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,Freddie Mac,California,Acquisition / Buyer,California,Acquisition,2026-06-08,2026-06-09,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Market Expansion,Florida,General Project Signal,2026-05-19,2026-06-01,23,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Berkadia,Financing Relationship,Florida,General Project Signal,2026-05-19,2026-06-01,23,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-06-10,20260610-115707-124173e2,2026-06-10 11:57:07,General Project Signal - National - Detroit’s Corktown Neighborhood to Receive 188 New Mixed-Income Units Representing $84M In...,General Project Signal - National - Detroit’s Corktown Neighborhood to Receive 188 New Mixed-Income Units Representing $84M In...,Pricing / Valuation Signal,National,General Project Signal,2026-06-05,2026-06-08,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
