run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,asset_signal_id,canonical_asset_or_project_name,raw_project_or_property_name,address_or_location_clue,intersection_or_corridor,neighborhood_or_submarket,city,state_or_region,residential_sector,asset_type,gp_or_developer,owner_or_sponsor,lender_or_capital_partner,entitlement_status,permit_status,construction_status,delivery_or_timing_reference,unit_count,dollar_amount,site_size_or_area,deal_or_project_type,asset_strategy_signal,site_control_signal,execution_stage,primary_development_category,primary_category_reason,asset_opportunity_score,asset_risk_score,woomi_asset_relevance,recommended_asset_follow_up,evidence_article_title,source,url,confidence_level
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0032,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,80,AST-20260519-026,Acquisition - California - WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,Acquisition - California - WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,California,General submarket monitoring,California,Los Angeles,California,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$48.5M; $48.5M; $48.5 million,,Acquisition,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,79,29,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,REBusiness Online,https://rebusinessonline.com/wmc-commercial-buys-upland-village-green-multifamily-property-in-california-for-48-5m/,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0072,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,100,AST-20260519-029,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,Apartment,Apartment,Camden Property Trust,Camden Property Trust,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement / Permitting,Entitlement Play,Project under entitlement,Unknown,approval_watch,matched permit,77,26,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones",High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment Community Toward Construction,Yield PRO,https://yieldpro.com/2026/05/hopson-road/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,AST-20260519-035,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,Los Angeles,Downtown infill,Los Angeles,Los Angeles,California,General Residential,Unknown Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Construction started,broke ground,,$100M; $100M; $100,,Development Start,Development Start,Unknown site control,Under Construction,construction_delivery_watch,matched broke ground,76,24,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",The Broad's $100M expansion tops out in DTLA,Urbanize LA,https://la.urbanize.city/post/broads-100m-expansion-tops-out-dtla,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0020,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,80,AST-20260519-003,96 apartments + retail proposed at 8871 W. Venice Blvd.,96 apartments + retail proposed at 8871 W. Venice Blvd.,8871 W. Venice Blvd,Mixed-use corridor,Culver City,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement Play,Entitlement Play,Unknown site control,Unknown,excluded,no clear development milestone,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",96 apartments + retail proposed at 8871 W. Venice Blvd.,Urbanize LA,https://la.urbanize.city/post/96-apartments-retail-proposed-8871-w-venice-blvd,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0001,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,80,AST-20260519-002,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,1316 Linwood Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Unknown site control,Unknown,excluded,no clear development milestone,75,40,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/new-proposal-emerges-affordable-housing-1316-linwood-ave-westlake,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0003,Cypress Equity Investments gets $170M loan for two Santa Monica projects,80,AST-20260519-005,Cypress Equity Investments gets $170M loan for two Santa Monica projects,Cypress Equity Investments gets $170M loan for two Santa Monica projects,2025 Wilshire Boulevard,Mixed-use corridor,Los Angeles,Los Angeles,Other / Unknown,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2025,,,,Refinancing / Recapitalization,Refinancing / Recapitalization,Unknown site control,Unknown,excluded,excluded financing-only article: construction loan,75,34,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Cypress Equity Investments gets $170M loan for two Santa Monica projects,Urbanize LA,https://la.urbanize.city/post/cypress-equity-investments-gets-170m-loan-two-santa-monica-projects,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0014,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,80,AST-20260519-004,Site prep underway for affordable housing at 4301 S. Vermont Ave.,Site prep underway for affordable housing at 4301 S. Vermont Ave.,4301 S. Vermont Ave,General submarket monitoring,Los Angeles,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,75,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Site prep underway for affordable housing at 4301 S. Vermont Ave.,Urbanize LA,https://la.urbanize.city/post/site-prep-underway-affordable-housing-4301-s-vermont-ave,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0009,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,80,AST-20260519-007,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,301 Alston Street,General submarket monitoring,Miami,Los Angeles,Sun Belt,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,250 acres,General Asset Signal,General Asset Signal,Land / parcel referenced,Unknown,construction_delivery_watch,matched breaks ground,74,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Yield PRO,https://yieldpro.com/2026/05/venture-on-the-trail/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0006,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,80,AST-20260519-009,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,2700 International Boulevard,General submarket monitoring,Unknown,Los Angeles,California,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Affordable / Density Bonus Strategy,Affordable / Density Bonus Strategy,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,74,31,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,Yield PRO,https://yieldpro.com/2026/05/2700-international-boulevard/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0012,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",80,AST-20260519-008,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles","Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",3411 S. La Cienega Blvd,University-adjacent; Mixed-use corridor,Los Angeles,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Completed / opened,2026,,,,Lease-Up / Delivery,Lease-Up / Delivery,Unknown site control,Delivered / Lease-Up,excluded,no clear development milestone,74,31,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",REBusiness Online,https://rebusinessonline.com/lendlease-aware-super-open-habitat-mixed-use-campus-in-los-angeles/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0023,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",80,AST-20260519-039,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta","Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Atlanta,Adaptive reuse corridor; Office conversion corridor,Atlanta,Los Angeles,Sun Belt,Office-to-Residential Conversion,Office-to-Residential,Unknown,Unknown,JLL,Unknown,Unknown,Unknown,No explicit timing reference,,,000 SF,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown site control,Unknown,excluded,no clear development milestone,73,63,Relevant to underwriting benchmark,Monitor office conversion feasibility and policy support,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",REBusiness Online,https://rebusinessonline.com/jll-inks-70000-sf-of-new-leases-at-westside-paper-adaptive-reuse-development-in-atlanta/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0067,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,AST-20260519-030,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,General submarket monitoring,New York,New York,New York,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$355M; $355M; $3 ,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,73,55,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,REBusiness Online,https://rebusinessonline.com/dermot-co-receives-355m-loan-for-refinancing-of-upper-manhattan-apartment-tower/,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0025,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,AST-20260519-020,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Brooklyn,General submarket monitoring,Brooklyn,New York,New York,Apartment,Apartment,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,518 apartments,$374M; $374M; $374.35 million,,Refinancing,Refinancing / Recapitalization,Existing asset refinance,Unknown,excluded,excluded financing-only article: refinancing,72,56,Relevant to acquisition / JV sourcing,"Review acquisition, financing, ownership, and comparable transaction details",Barings Refis Williamsburg Wharf With $374M Loan,Commercial Observer,https://commercialobserver.com/2026/05/barings-naftali-access-industries-williamsburg-brooklyn-wharf/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0067,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,AST-20260519-028,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing","Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,General submarket monitoring,New York,New York,New York,Affordable Housing,Affordable Housing,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$42M; $42M; $10 million,,Construction Financing,Affordable / Density Bonus Strategy,Unknown site control,Unknown,excluded,no clear development milestone,72,54,Relevant to entitlement monitoring,"Track entitlement, permit, density bonus, and construction-readiness milestones","Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",Commercial Observer,https://commercialobserver.com/2026/05/merchants-capital-new-york-city-42m-brooklyn-affordable-housing/,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0086,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,80,AST-20260519-025,"BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois","BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois",Unknown,General submarket monitoring,Unknown,Other / Unknown,Unknown,BTR / Single-Family Rental,BTR / Single-Family Rental,Unknown,Unknown,cushman,Unknown,Unknown,Unknown,No explicit timing reference,108 units,$26.4M; $26.4M; $26.4 million,,BTR / Build-to-Rent,General Asset Signal,Existing asset sale,Unknown,excluded,no clear development milestone,72,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,"Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois",REBusiness Online,https://rebusinessonline.com/cushman-wakefield-brokers-26-4m-sale-of-build-to-rent-community-in-matteson-illinois/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0016,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",80,AST-20260519-042,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco","Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",772 Pacific Avenue,General submarket monitoring,San Francisco,Los Angeles,California,Affordable Housing,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,,,Entitlement / Permitting,Entitlement Play,Project under entitlement,Unknown,approval_watch,matched permit,72,32,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/demolition-permits-filed-for-772-pacific-avenue-in-chinatown-san-francisco.html,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0042,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",80,AST-20260519-040,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more","General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",La County,Hospital-adjacent,La County,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$2.9 million; $25 million,,General Project Signal,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,excluded,no clear development milestone,72,25,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent","Taylor Yard wetland takes shape, General Hospital update, and more",Urbanize LA,https://la.urbanize.city/post/taylor-yard-wetland-takes-shape-general-hospital-update-and-more,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0061,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,80,AST-20260519-036,General Project Signal - Sun Belt - 13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamil...,General Project Signal - Sun Belt - 13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamil...,Miami,General submarket monitoring,Miami,Sun Belt,Sun Belt,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No explicit timing reference,,$47M; $47m,,General Project Signal,General Asset Signal,Unknown site control,Unknown,construction_delivery_watch,matched breaks ground,71,34,Relevant to underwriting benchmark,Monitor asset-level signal for repeated confirmation,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Yield PRO,https://yieldpro.com/2026/05/venture-on-the-trail/,Low
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,AST-20260519-033,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Los Angeles,Mixed-use corridor,Los Angeles,Los Angeles,California,Mixed-Use Residential,Mixed-Use Residential,Unknown,Unknown,walker & dunlop,Unknown,Unknown,Unknown,No explicit timing reference,,,,Disposition / Exit,General Asset Signal,Existing asset sale,Unknown,excluded,excluded operating-asset disposition,68,35,High relevance to Woomi site strategy,"Review site details, sponsor, entitlement path, and local precedent",Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to USC Los Angeles,Yield PRO,https://yieldpro.com/2026/05/university-gardens-2/,Low
