run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0025,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,Brooklyn,Apartment,Unknown,2026-05-19,2026-05-19,6,4,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,72,56,0,0,4,0,0,Persistent Same Stage,Medium Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0067,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,New York,Affordable Housing,Unknown,2026-05-19,2026-05-19,17,7,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,73,55,0,17,10,3,0,Persistent Same Stage,Medium Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0085,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Other / Unknown,Unknown,BTR / Single-Family Rental,Unknown,2026-05-19,2026-05-19,49,7,Site Acquisition / Site Control; Construction Started,Site Acquisition / Site Control,75,37,49,49,4,1,0,Persistent Same Stage,Low Stall Risk,73,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0061,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Sun Belt,Miami,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,6,4,Site Acquisition / Site Control; Unknown Stage,Site Acquisition / Site Control,71,38,0,0,6,0,0,Persistent Same Stage,Low Stall Risk,72,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0087,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,California,San Diego,General Residential,Unknown,2026-05-19,2026-05-19,4,4,Site Acquisition / Site Control,Site Acquisition / Site Control,59,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,72,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0072,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Unknown,Unknown,Apartment,Camden Property Trust,2026-05-19,2026-05-19,7,6,,Unknown Stage,77,26,7,7,0,0,2,Newly Detected,Low Stall Risk,72,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0042,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",California,La County,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,3,3,Site Acquisition / Site Control,Site Acquisition / Site Control,72,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,67,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0058,"Struggling To Find Equity, Developers Pull Back On New Builds",Sun Belt,Los Angeles,Multifamily,Unknown,2026-05-19,2026-05-19,4,4,Unknown Stage,Unknown Stage,44,32,1,0,0,0,0,Unknown,Low Stall Risk,67,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0101,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Unknown,Unknown,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,28,2,Construction Started; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage; Delivery / Opening; Unknown Stage,Construction Started,76,35,28,28,2,0,0,Persistent Same Stage,Low Stall Risk,66,Strategic Asset Watch,"Benchmark construction, delivery, lease-up, and operating assumptions"
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0024,Acquisition - Sun Belt - Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoi...,Sun Belt,Austin,Multifamily,Unknown,2026-05-19,2026-05-19,4,4,Delivery / Opening,Delivery / Opening,67,25,0,0,0,0,0,Mature / Operating,Low Stall Risk,63,Strategic Asset Watch,"Benchmark construction, delivery, lease-up, and operating assumptions"
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0086,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,Unknown,Unknown,BTR / Single-Family Rental,Unknown,2026-05-19,2026-05-19,11,1,,Unknown Stage,72,34,11,11,0,0,0,Newly Detected,Low Stall Risk,61,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0020,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,95,40,2,0,0,0,0,Newly Detected,Low Stall Risk,60,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0001,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,California,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,95,40,0,0,0,0,0,Newly Detected,Low Stall Risk,60,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0059,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,Unknown,Unknown,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,84,54,0,2,1,0,0,Newly Detected,Medium Stall Risk,59,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0014,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,California,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,95,32,2,0,0,0,0,Newly Detected,Low Stall Risk,59,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0003,Cypress Equity Investments gets $170M loan for two Santa Monica projects,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,2,,Unknown Stage,75,34,0,0,2,0,0,Newly Detected,Low Stall Risk,58,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0054,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Los Angeles,Unknown,Apartment,Quarterra,2026-05-19,2026-05-19,7,4,,Unknown Stage,0,0,0,0,0,0,4,Newly Detected,Unknown,55,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0056,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Los Angeles,Unknown,General Residential,Unknown,2026-05-19,2026-05-19,23,4,,Unknown Stage,0,0,23,0,0,0,0,Newly Detected,Unknown,55,Strategic Asset Watch,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0016,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,San Francisco,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,72,32,2,0,0,0,0,Newly Detected,Low Stall Risk,52,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0033,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,10,3,,Unknown Stage,0,0,10,0,0,0,0,Newly Detected,Unknown,52,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0035,96 apartments + retail proposed at 8871 W. Venice Blvd.,California,Culver City,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,2,2,Early Site Signal,Early Site Signal,47,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,50,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0039,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,California,L.A.,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,2,2,Early Site Signal,Early Site Signal,48,38,2,0,0,0,0,Persistent Same Stage,Low Stall Risk,50,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0099,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Unknown,General Residential,Unknown,2026-05-19,2026-05-19,12,2,,Unknown Stage,0,0,0,0,2,0,0,Newly Detected,Unknown,48,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0006,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,California,Unknown,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,74,31,0,0,0,0,0,Newly Detected,Low Stall Risk,47,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0012,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",California,Los Angeles,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,74,31,0,0,0,0,0,Newly Detected,Low Stall Risk,47,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0034,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Chinatown,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,2,Unknown Stage,Unknown Stage,38,32,2,0,0,0,0,Unknown,Low Stall Risk,46,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0018,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,62,32,0,0,0,0,0,Newly Detected,Low Stall Risk,43,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0010,"Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Other / Unknown,Unknown,Apartment,Unknown,2026-05-19,2026-05-19,2,2,,Unknown Stage,64,20,2,0,0,0,0,Newly Detected,Unknown,42,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0022,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Other / Unknown,Los Angeles,Office-to-Residential Conversion,Unknown,2026-05-19,2026-05-19,4,2,,Unknown Stage,0,0,1,0,0,0,0,Newly Detected,Unknown,42,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0060,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,Manhattan,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,2,Refinancing / Recapitalization,Refinancing / Recapitalization,53,29,0,0,2,0,0,Persistent Same Stage,Low Stall Risk,40,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0100,Entitlement / Permitting - Other / Unknown - High Street Residential and Camden Property Trust Advance Durham North Carolina Apartment...,Unknown,Unknown,Apartment,Camden Property Trust,2026-05-19,2026-05-19,2,2,Unknown Stage,Unknown Stage,47,31,2,0,0,0,0,Unknown,Low Stall Risk,39,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0009,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Sun Belt,Miami,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,74,34,0,0,1,0,0,Newly Detected,Low Stall Risk,37,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0090,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,3,2,,Unknown Stage,0,0,3,0,0,0,0,Newly Detected,Unknown,36,General Asset Monitoring,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0004,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,Manhattan,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,63,34,0,0,1,0,0,Newly Detected,Low Stall Risk,34,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0005,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",New York,Brooklyn,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,63,34,0,0,0,0,0,Newly Detected,Low Stall Risk,34,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0011,"Entitlement / Permitting - Other / Unknown - Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Unknown,Unknown,Apartment,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,62,28,1,0,0,0,0,Newly Detected,Low Stall Risk,33,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0098,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Unknown,General Residential,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",2026-05-19,2026-05-19,3,1,,Unknown Stage,0,0,0,0,0,0,3,Newly Detected,Unknown,32,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0040,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,2,2,,Unknown Stage,0,0,2,0,0,0,0,Newly Detected,Unknown,30,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0068,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Other / Unknown,Los Angeles,General Residential,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0048,96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,Unknown,General Residential,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0021,96 apartments + retail proposed at 8871 W. Venice Blvd.,Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0029,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Unknown,General Residential,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,2,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0017,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,2,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0030,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,Unknown,General Residential,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0097,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Sun Belt,Unknown,General Residential,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0002,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0031,Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residential Conversion Project in San Jose,California,Unknown,General Residential,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0015,Site prep underway for affordable housing at 4301 S. Vermont Ave.,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0028,Southern Land Company Launches Mortgage Division,California,Unknown,General Residential,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0052,"Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,Unknown,General Residential,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0047,Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to USC Los Angeles,Los Angeles,Unknown,General Residential,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,2026-05-19,2026-05-19,2,1,,Unknown Stage,0,0,0,0,0,0,2,Newly Detected,Unknown,26,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0093,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Sun Belt,Unknown,General Residential,"Acquisition - Sun Belt - 11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",2026-05-19,2026-05-19,3,1,,Unknown Stage,0,0,0,0,0,0,3,Newly Detected,Unknown,22,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0094,Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoint in Mesa,Sun Belt,Unknown,General Residential,Acquisition - Sun Belt - Milburn & Company Acquires Luxury 339-Unit Multifamily Community Ascend at Longbow Highpoi...,2026-05-19,2026-05-19,3,1,,Unknown Stage,0,0,0,0,0,0,3,Newly Detected,Unknown,22,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0008,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Other / Unknown,Los Angeles,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,1,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0036,96 apartments + retail proposed at 8871 W. Venice Blvd.,Other / Unknown,Culver City,Mixed-Use Residential,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0027,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,California,Unknown,General Residential,Development Start - California - California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affo...,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,1,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0007,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,Other / Unknown,Los Angeles,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,0,0,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0091,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Other / Unknown,Santa Monica,Affordable Housing,Unknown,2026-05-19,2026-05-19,1,1,,Unknown Stage,0,0,0,1,1,0,0,Newly Detected,Unknown,20,Low Priority,Monitor for repeated project updates
