run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-05-19,20260519-101015-3b20d522,LAP-20260519-010,PRJ-20260519-0087,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,Los Angeles,San Diego,Unknown,General Residential,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,59,38,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-009,PRJ-20260519-0069,"Acquisition - Sun Belt - 11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Los Angeles,Orlando,Unknown,General Residential,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,53,37,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-05-19,20260519-101015-3b20d522,LAP-20260519-023,PRJ-20260519-0039,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Unknown,Mixed-Use Residential,Early Site Signal,Persistent Same Stage,Low Stall Risk,2,0,0,48,38,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-022,PRJ-20260519-0035,96 apartments + retail proposed at 8871 W. Venice Blvd.,Culver City,Culver City,Unknown,Mixed-Use Residential,Early Site Signal,Persistent Same Stage,Low Stall Risk,0,0,0,47,38,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-012,PRJ-20260519-0058,"Struggling To Find Equity, Developers Pull Back On New Builds",Los Angeles,Los Angeles,Unknown,Multifamily,Unknown Stage,Unknown,Low Stall Risk,1,0,0,44,32,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-027,PRJ-20260519-0034,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,Chinatown,Unknown,Affordable Housing,Unknown Stage,Unknown,Low Stall Risk,2,0,0,38,32,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-033,PRJ-20260519-0068,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Los Angeles,Orlando,Unknown,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-046,PRJ-20260519-0008,13th Floor Secures $47M Loan and Breaks Ground on 222-Unit Venture on the Trail Multifamily Development in Greenville South Carolina,Los Angeles,301 Alston Street,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,1,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-034,PRJ-20260519-0048,96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,Los Angeles,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-035,PRJ-20260519-0021,96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,8871 W. Venice Blvd,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-047,PRJ-20260519-0036,96 apartments + retail proposed at 8871 W. Venice Blvd.,Culver City,Culver City,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-048,PRJ-20260519-0027,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,Los Angeles,California,Development Start - California - California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affo...,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-049,PRJ-20260519-0007,California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affordable Housing,Los Angeles,2700 International Boulevard,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-050,PRJ-20260519-0091,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Santa Monica,Santa Monica,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,1,1,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-051,PRJ-20260519-0073,Cypress Equity Investments gets $170M loan for two Santa Monica projects,Santa Monica,Unknown,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,1,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-036,PRJ-20260519-0029,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,California,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",General Residential,Unknown Stage,Newly Detected,Unknown,2,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-037,PRJ-20260519-0017,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",Los Angeles,772 Pacific Avenue,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,2,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-018,PRJ-20260519-0054,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Los Angeles,Los Angeles,Quarterra,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-019,PRJ-20260519-0056,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Los Angeles,Los Angeles,Unknown,General Residential,Unknown Stage,Newly Detected,Unknown,23,0,0,0,0,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-030,PRJ-20260519-0090,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Los Angeles,San Francisco,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,3,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-032,PRJ-20260519-0040,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,2,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-052,PRJ-20260519-0041,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Los Angeles,L.A.,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,1,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-038,PRJ-20260519-0030,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,California,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-053,PRJ-20260519-0019,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Los Angeles,850 La Playa Street,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-054,PRJ-20260519-0043,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,La County,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-055,PRJ-20260519-0045,General Project Signal - New York - Ares Acquires Stake in Rover Pipeline from Blackstone Energy Transition Partners to Serve...,Los Angeles,Los Angeles,Blackstone,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-039,PRJ-20260519-0097,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Los Angeles,Sun Belt,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-056,PRJ-20260519-0037,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Los Angeles,Houston,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-031,PRJ-20260519-0098,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Los Angeles,Sun Belt,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-057,PRJ-20260519-0053,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",Los Angeles,Los Angeles,"JV / Partnership - Los Angeles - Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-058,PRJ-20260519-0013,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",Los Angeles,3411 S. La Cienega Blvd,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-059,PRJ-20260519-0075,Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at Ardmore in Philadelphia,Los Angeles,Unknown,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-040,PRJ-20260519-0002,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Los Angeles,1316 Linwood Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-060,PRJ-20260519-0050,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Los Angeles,Los Angeles,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-021,PRJ-20260519-0033,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Los Angeles,California,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,10,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-05-19,20260519-101015-3b20d522,LAP-20260519-024,PRJ-20260519-0099,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Los Angeles,Sun Belt,Unknown,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,2,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-029,PRJ-20260519-0022,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Los Angeles,Atlanta,Unknown,Office-to-Residential Conversion,Unknown Stage,Newly Detected,Unknown,1,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-041,PRJ-20260519-0031,Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residential Conversion Project in San Jose,California,California,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-042,PRJ-20260519-0015,Site prep underway for affordable housing at 4301 S. Vermont Ave.,Los Angeles,4301 S. Vermont Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-061,PRJ-20260519-0049,Site prep underway for affordable housing at 4301 S. Vermont Ave.,Los Angeles,Los Angeles,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-062,PRJ-20260519-0051,Soaring above the 17-acre One Beverly Hills site,Los Angeles,Los Angeles,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-043,PRJ-20260519-0028,Southern Land Company Launches Mortgage Division,Los Angeles,California,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-063,PRJ-20260519-0088,Southern Land Company Launches Mortgage Division,Los Angeles,San Diego,Unknown,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-044,PRJ-20260519-0052,"Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,Los Angeles,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-064,PRJ-20260519-0044,"Taylor Yard wetland takes shape, General Hospital update, and more",Los Angeles,La County,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-065,PRJ-20260519-0046,The Broad's $100M expansion tops out in DTLA,Los Angeles,Los Angeles,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-066,PRJ-20260519-0026,WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,Los Angeles,California,Acquisition - California - WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track local sponsor execution,Monitor for repeated project updates,Low
2026-05-19,20260519-101015-3b20d522,LAP-20260519-045,PRJ-20260519-0047,Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to USC Los Angeles,Los Angeles,Los Angeles,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,General Residential,Unknown Stage,Newly Detected,Unknown,0,0,0,0,0,General LA / California monitoring,Track repeat project updates,Monitor for repeated project updates,Low
