run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-003,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,77,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/new-proposal-emerges-affordable-housing-1316-linwood-ave-westlake,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0038,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,80,LC-20260519-010,General Project Signal - Sun Belt - Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Kat...,Sun Belt,Houston,Affordable Housing,Unknown,Unknown,Delivery / Opening,construction_delivery_watch,matched opening,Delivery / Opening,Mature / Operating,24,77,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Affordable / Density Bonus Strategy; No explicit timing reference,Grand Opening Celebration for Affordable Housing Development Palladium Park Row in the Katy Area of Houston,Yield PRO,https://yieldpro.com/2026/05/palladium-park-row/,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-020,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",California,Los Angeles,Mixed-Use Residential,Unknown,Unknown,Delivery / Opening,excluded,no clear development milestone,Delivery / Opening,Mature / Operating,23,76,Unknown Timing,Low,Low,Low,Medium,Relevant to underwriting benchmark,"Benchmark delivery, lease-up, occupancy, and rent assumptions",Delivery / Opening; Completed / opened; Lease-Up / Delivery; 2026,"Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",REBusiness Online,https://rebusinessonline.com/lendlease-aware-super-open-habitat-mixed-use-campus-in-los-angeles/,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-031,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,California,Los Angeles,General Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,20,76,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Soaring above the 17-acre One Beverly Hills site,Urbanize LA,https://la.urbanize.city/post/soaring-above-17-acre-one-beverly-hills-site,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0023,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",80,LC-20260519-054,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Atlanta,Office-to-Residential Conversion,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,42,75,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Office-to-Residential Conversion; 2026,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",REBusiness Online,https://rebusinessonline.com/jll-inks-70000-sf-of-new-leases-at-westside-paper-adaptive-reuse-development-in-atlanta/,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0085,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,80,LC-20260519-033,"Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",Other / Unknown,Unknown,Apartment,Unknown,Unknown,Site Acquisition / Site Control,approval_watch,matched permit,Site Acquisition / Site Control,Reappearing,19,75,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"Preliminary Permits Filed For 3350 West Bayshore Road, Palo Alto",SF YIMBY,https://sfyimby.com/2026/05/preliminary-permits-filed-for-3350-west-bayshore-road-palo-alto.html,High
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0023,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",80,LC-20260519-021,"Office-to-Residential Conversion - Sun Belt - JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",Sun Belt,Atlanta,Office-to-Residential Conversion,Unknown,JLL,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,59,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,"JLL Inks 70,000 SF of New Leases at Westside Paper Adaptive Reuse Development in Atlanta",REBusiness Online,https://rebusinessonline.com/jll-inks-70000-sf-of-new-leases-at-westside-paper-adaptive-reuse-development-in-atlanta/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0032,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,80,LC-20260519-006,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,California,California,Office-to-Residential Conversion,Unknown,cushman,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,38,74,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Office-to-Residential Conversion; No explicit timing reference,Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residential Conversion Project in San Jose,REBusiness Online,https://rebusinessonline.com/silicon-valley-initiative-partnership-receives-74-1m-in-financing-for-office-to-residential-conversion-project-in-san-jose/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0035,96 apartments + retail proposed at 8871 W. Venice Blvd.,80,LC-20260519-014,96 apartments + retail proposed at 8871 W. Venice Blvd.,California,Culver City,Mixed-Use Residential,Unknown,Unknown,Early Site Signal,excluded,no clear development milestone,Early Site Signal,Reappearing,26,74,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Entitlement Play; No explicit timing reference,96 apartments + retail proposed at 8871 W. Venice Blvd.,Urbanize LA,https://la.urbanize.city/post/96-apartments-retail-proposed-8871-w-venice-blvd,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0087,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,80,LC-20260519-043,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,California,San Diego,General Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,excluded operating-asset disposition,Site Acquisition / Site Control,Reappearing,21,74,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Southern Land Company Launches Mortgage Division,Commercial Observer,https://commercialobserver.com/2026/05/southern-land-company-mortgage-division/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0089,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,LC-20260519-037,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,San Francisco,Affordable Housing,Unknown,Unknown,Planning Filed,approval_watch,matched permit,Planning Filed,Reappearing,23,72,Unknown Timing,Medium,Low,Low,Low,Relevant to entitlement monitoring,"Track planning docket, approval path, CEQA risk, and sponsor activity",Planning Filed; Entitlement Play; No explicit timing reference,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/formal-application-filed-for-outer-richmond-safeway-redevelopment-san-francisco.html,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-038,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",California,Los Angeles,Affordable Housing,Unknown,Unknown,Planning Filed,approval_watch,matched permit,Planning Filed,Reappearing,23,72,Unknown Timing,Medium,Low,Low,Low,Relevant to entitlement monitoring,"Track planning docket, approval path, CEQA risk, and sponsor activity",Planning Filed; Affordable / Density Bonus Strategy; 2026,"Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/formal-application-filed-for-outer-richmond-safeway-redevelopment-san-francisco.html,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0025,"Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,LC-20260519-023,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,New York,Brooklyn,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,61,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Barings Refis Williamsburg Wharf With $374M Loan,Commercial Observer,https://commercialobserver.com/2026/05/barings-naftali-access-industries-williamsburg-brooklyn-wharf/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0067,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",80,LC-20260519-022,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,New York,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,60,70,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,REBusiness Online,https://rebusinessonline.com/dermot-co-receives-355m-loan-for-refinancing-of-upper-manhattan-apartment-tower/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-015,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,California,Los Angeles,Affordable Housing,Unknown,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,34,70,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Affordable / Density Bonus Strategy; No explicit timing reference,New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,Urbanize LA,https://la.urbanize.city/post/new-proposal-emerges-affordable-housing-1316-linwood-ave-westlake,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0089,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",80,LC-20260519-026,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",California,San Francisco,Affordable Housing,Unknown,Unknown,Unknown Stage,approval_watch,matched permit,Unknown Stage,Reappearing,31,68,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,"Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",SF YIMBY,https://sfyimby.com/2026/05/demolition-permits-filed-for-772-pacific-avenue-in-chinatown-san-francisco.html,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0101,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community...,80,LC-20260519-032,Development Start - Other / Unknown - Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at...,Unknown,Unknown,Mixed-Use Residential,Unknown,Unknown,Construction Started,excluded,no clear development milestone,Construction Started,Reappearing,19,68,Unknown Timing,Low,Medium,Medium,Low,High relevance to development timing,"Benchmark construction timeline, sponsor execution, and delivery risk",Construction Started; Development Start; No explicit timing reference,Major Development Groundbreaking on Landmark Multifamily Mixed-Use Community The Piazza at Ardmore in Philadelphia,Yield PRO,https://yieldpro.com/2026/05/the-piazza-at-ardmore/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0060,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,80,LC-20260519-034,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,New York,Manhattan,Affordable Housing,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: refinancing,Refinancing / Recapitalization,Mature / Operating,53,67,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; next year,Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,REBusiness Online,https://rebusinessonline.com/dermot-co-receives-355m-loan-for-refinancing-of-upper-manhattan-apartment-tower/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0055,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,80,LC-20260519-029,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,California,Los Angeles,Mixed-Use Residential,Unknown,walker & dunlop,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,32,67,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to USC Los Angeles,Yield PRO,https://yieldpro.com/2026/05/university-gardens-2/,Medium
2026-05-19,20260519-101015-3b20d522,PRJ-20260519-0069,"Acquisition - Sun Belt - 11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",80,LC-20260519-060,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",Sun Belt,Orlando,General Residential,Unknown,Unknown,Site Acquisition / Site Control,excluded,no clear development milestone,Site Acquisition / Site Control,Reappearing,18,66,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; 2026,"11North Acquires 285,497 SF Grocery-Anchored Retail Center in Altamonte Springs, Florida",REBusiness Online,https://rebusinessonline.com/11north-acquires-285497-sf-grocery-anchored-retail-center-in-altamonte-springs-florida/,Medium
