run_date,run_id,run_timestamp,entity_type,entity_name,signal_type,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,persistence_score,momentum_direction,signal_acceleration,recurring_signal_label,historical_importance_score,longitudinal_conviction_score,institutional_persistence_score,capital_flow_strength_score
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,walker & dunlop,Disposition / Exit,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-19,7,1,78,Stable,0,Persistent,75,77,82,60
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Disposition / Exit - Los Angeles - Quarterra Seeks Buyers For Almost 4,000 Apartments",Disposition / Exit,Los Angeles,Apartment,2026-05-18,2026-05-19,26,1,98,Stable,0,Persistent,74,88,72,60
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,GP / Developer,Quarterra,Disposition / Exit,Los Angeles,Apartment,2026-05-18,2026-05-19,26,1,98,Stable,0,Persistent,74,88,72,60
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,GP / Developer,Quarterra,acquisition; disposition / exit; operational technology / AI adoption,Los Angeles,Apartment,2026-05-18,2026-05-19,26,1,97,Stable,0,Persistent,74,88,71,60
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Los Angeles,Entitlement / Permitting,Los Angeles,,2026-05-14,2026-05-19,102,3,93,Stable,0,Persistent,74,85,89,66
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,JLL,Acquisition,Los Angeles,General Residential,2026-05-18,2026-05-18,17,0,91,Weakening,0,Fading,74,84,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,JLL -> Los Angeles,Acquisition / Buyer,Los Angeles,,2026-05-18,2026-05-18,17,0,91,Weakening,0,Fading,74,84,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,Market Expansion,California,,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,74,84,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Los Angeles,Market Expansion,Los Angeles,,2026-05-14,2026-05-19,219,4,91,Stable,0,Persistent,74,84,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Entitlement / Permitting - Los Angeles - 96 apartments + retail proposed at 8871 W. Venice Blvd.,Entitlement / Permitting,Los Angeles,Mixed-Use Residential,2026-05-18,2026-05-19,26,1,95,Stable,0,Persistent,73,86,70,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Entitlement / Permitting - Los Angeles - Site prep underway for affordable housing at 4301 S. Vermont Ave.,Entitlement / Permitting,Los Angeles,Affordable Housing,2026-05-18,2026-05-19,26,1,95,Stable,0,Persistent,73,86,70,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,Mixed-Use Residential,Mixed-use development and placemaking signal,Los Angeles,Mixed-Use Residential,2026-05-18,2026-05-19,26,1,95,Stable,0,Persistent,73,86,70,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Construction Financing - Los Angeles - Hyatt in SoCal’s Inland Empire Secures $104M to Finance Upgrades,Construction Financing,Los Angeles,General Residential,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,73,84,68,77
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Los Angeles,Development Activity,Los Angeles,,2026-05-18,2026-05-19,26,1,90,Stable,0,Persistent,73,83,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Los Angeles,Disposition / Seller,Los Angeles,,2026-05-14,2026-05-19,13,1,90,Stable,0,Persistent,73,83,88,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,California -> California,Entitlement / Permitting,California,,2026-05-18,2026-05-19,25,1,89,Stable,0,Persistent,73,83,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,California -> San Francisco,Entitlement / Permitting,California,,2026-05-18,2026-05-19,25,1,89,Stable,0,Persistent,73,83,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,Entitlement / Permitting,California,,2026-05-14,2026-05-19,31,1,89,Stable,0,Persistent,73,83,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> San Francisco,Entitlement / Permitting,California,,2026-05-14,2026-05-19,31,1,89,Stable,0,Persistent,73,83,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,Disposition / Seller,California,,2026-05-18,2026-05-19,33,2,88,Stable,0,Persistent,73,82,86,64
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,Affordable Housing,"California affordability, entitlement, and public-private partnership signal",Los Angeles,Affordable Housing,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"BTR / Build-to-Rent - Los Angeles - Core Spaces Secures $1.64B Fundraise for Student Housing Development, Investment",BTR / Build-to-Rent,Los Angeles,Student Housing,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Disposition / Exit - California - Institutional Property Advisors Closes $48.5M Inland Empire Multifamily Asset Sale,Disposition / Exit,California,Multifamily,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - California - Metro partners with developer on plans for housing at G Line's Balboa Station,General Project Signal,California,Affordable Housing,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - Onni Group plans twin 67-story towers at 5700 Wilshire Blvd.,General Project Signal,Los Angeles,Apartment,2026-05-14,2026-05-18,43,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - Wood framing takes shape for affordable housing at 1321 N. Mission Rd. in Lincoln Heights,General Project Signal,Los Angeles,Affordable Housing,2026-05-14,2026-05-18,43,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,JLL,Construction Financing,Other / Unknown,Multifamily,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,88,85
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,Student Housing,Campus-adjacent demand and partnership signal,Los Angeles,Student Housing,2026-05-18,2026-05-18,19,0,91,Weakening,0,Fading,72,83,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Los Angeles,JV / Partnership,Los Angeles,,2026-05-18,2026-05-19,8,1,85,Stable,0,Persistent,72,80,85,63
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"General Project Signal - Los Angeles - Taylor Yard wetland takes shape, General Hospital update, and more",General Project Signal,Los Angeles,Mixed-Use Residential,2026-05-18,2026-05-19,26,1,90,Stable,0,Persistent,71,82,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Entitlement / Permitting - California - Demolition Permits Filed For 772 Pacific Avenue in Chinatown, San Francisco",Entitlement / Permitting,California,Affordable Housing,2026-05-18,2026-05-19,25,1,89,Stable,0,Persistent,71,82,67,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,Hines,Refinancing / Recapitalization,New York,Multifamily,2026-05-19,2026-05-19,7,1,86,Stable,0,Persistent,70,80,86,83
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,JLL,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,70,78,84,83
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,hines,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,70,78,84,83
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Hines -> JLL,Financing Relationship,New York,,2026-05-19,2026-05-19,14,2,99,Stable,0,Persistent,69,87,92,89
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,Office-to-Residential Conversion,"Adaptive reuse, entitlement, and construction feasibility signal",California,Office-to-Residential Conversion,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,69,78,64,55
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,California -> California,Market Expansion,California,,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,69,75,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,Development Activity,California,,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,69,75,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,Acquisition / Buyer,California,,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,69,75,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Office-to-Residential Conversion - California - Silicon Valley Initiative Partnership Receives $74.1M in Financing for Office-to-Residenti...,Office-to-Residential Conversion,California,Office-to-Residential Conversion,2026-05-19,2026-05-19,7,1,82,Stable,0,Persistent,68,76,64,54
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Development Start - California - California Transforms Oakland’s Fruitvale Community with Cleanup of Polluted Land for Affo...,Development Start,California,Affordable Housing,2026-05-19,2026-05-19,7,1,81,Stable,0,Persistent,68,76,63,53
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"JV / Partnership - Los Angeles - Lendlease, Aware Super Open Habitat Mixed-Use Campus in Los Angeles",JV / Partnership,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-19,7,1,81,Stable,0,Persistent,68,76,63,53
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Acquisition - California - WMC Commercial Buys Upland Village Green Multifamily Property in California for $48.5M,Acquisition,California,Apartment,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,68,75,62,53
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> California,JV / Partnership,California,,2026-05-14,2026-05-14,22,0,76,Weakening,0,Fading,68,73,80,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> Southeast,Market Expansion,Los Angeles,,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,68,73,80,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Market / Region,Los Angeles,Developer Strategy,Los Angeles,,2026-05-14,2026-05-19,50,1,96,Stable,0,Persistent,67,84,70,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Market / Region,California,Developer Strategy,California,,2026-05-14,2026-05-19,50,1,95,Stable,0,Persistent,67,84,70,59
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - New proposal emerges for affordable housing at 1316 Linwood Ave. in Westlake,General Project Signal,Los Angeles,Affordable Housing,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,67,74,62,53
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Disposition / Exit - Los Angeles - Walker & Dunlop Offer High-Profile Ground-Up Mixed-Use Development Opportunity Adjacent to...,Disposition / Exit,Los Angeles,Mixed-Use Residential,2026-05-19,2026-05-19,7,1,78,Stable,0,Persistent,67,74,62,52
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,CBRE,Construction Financing,Other / Unknown,Affordable Housing,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,67,72,80,79
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,Fannie Mae,Refinancing,New York,Multifamily,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,67,72,80,79
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects -> Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Financing Relationship,Other / Unknown,,2026-05-18,2026-05-19,26,1,92,Stable,0,Persistent,66,82,88,86
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,New York -> New York,Financing Relationship,New York,,2026-05-19,2026-05-19,28,4,92,Stable,0,Persistent,66,82,88,86
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Development Start - Los Angeles - The Broad's $100M expansion tops out in DTLA,Development Start,Los Angeles,General Residential,2026-05-18,2026-05-19,26,1,91,Stable,0,Persistent,66,81,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Sun Belt -> JLL,Financing Relationship,Sun Belt,,2026-05-18,2026-05-19,24,1,91,Stable,0,Persistent,66,81,88,85
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,BTR / Build-to-Rent - National - Cushman & Wakefield Brokers $26.4M Sale of 108-Home Built-to-Rent Multifamily Community Th... -> cushman,Financing Relationship,National,,2026-05-18,2026-05-18,19,0,90,Weakening,0,Fading,66,80,88,85
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,JLL -> JLL,Financing Relationship,Other / Unknown,,2026-05-18,2026-05-18,19,0,90,Weakening,0,Fading,66,80,88,85
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Los Angeles -> CBRE,Financing Relationship,Other / Unknown,,2026-05-18,2026-05-18,17,0,90,Weakening,0,Fading,66,80,88,85
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Entitlement / Permitting - California - Formal Application Filed For Outer Richmond Safeway Redevelopment, San Francisco",Entitlement / Permitting,California,Affordable Housing,2026-05-19,2026-05-19,7,1,76,Stable,0,Persistent,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Entitlement / Permitting - California - Formal Permits For 375 Laguna Honda Boulevard, San Francisco",Entitlement / Permitting,California,Senior Housing,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Entitlement / Permitting - Los Angeles - New look for big affordable housing complex at 2155 E. Colorado Blvd. in Pasadena,Entitlement / Permitting,Los Angeles,Affordable Housing,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - Mixed-use project aims for mid-2027 completion at 400 San Vicente Blvd.,General Project Signal,Los Angeles,Affordable Housing,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - New look for affordable housing at 10304 S. Central Ave. in Watts,General Project Signal,Los Angeles,Affordable Housing,2026-05-14,2026-05-14,24,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"JV / Partnership - California - Early Collaboration, Public-Private Partnerships New Norm For Bay Area Student Housing Dev...",JV / Partnership,California,Student Housing,2026-05-14,2026-05-14,22,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,Student Housing,Campus-adjacent demand and partnership signal,California,Student Housing,2026-05-14,2026-05-14,22,0,76,Weakening,0,Fading,66,72,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Construction Financing - Other / Unknown - Cypress Equity Investments gets $170M loan for two Santa Monica projects,Construction Financing,Other / Unknown,Affordable Housing,2026-05-18,2026-05-19,26,1,93,Stable,0,Persistent,65,82,69,78
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Acquisition - Los Angeles - JLL Arranges Sale of 365,774 SF Industrial Portfolio Near Los Angeles Across Two Separate...",Acquisition,Los Angeles,General Residential,2026-05-18,2026-05-18,17,0,90,Weakening,0,Fading,65,80,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Residential Sector,General Residential,General residential market monitoring,Los Angeles,General Residential,2026-05-18,2026-05-18,17,0,90,Weakening,0,Fading,65,80,68,57
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Disposition / Exit - Los Angeles - Kilroy Sells 2 Hollywood High-Rises for $202M,Disposition / Exit,Los Angeles,Multifamily,2026-05-14,2026-05-18,6,0,72,Weakening,0,Fading,65,69,58,50
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,Alliance Residential,Capital Inflow,Sun Belt,Mixed-Use Residential,2026-05-18,2026-05-18,17,0,89,Weakening,0,Fading,64,79,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,CBRE,Acquisition,Other / Unknown,Apartment,2026-05-18,2026-05-18,17,0,89,Weakening,0,Fading,64,79,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,JLL,Acquisition,Sun Belt,BTR / Single-Family Rental,2026-05-18,2026-05-18,17,0,89,Weakening,0,Fading,64,79,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,cushman,BTR / Build-to-Rent,National,BTR / Single-Family Rental,2026-05-18,2026-05-18,19,0,89,Weakening,0,Fading,64,79,87,65
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Hines -> hines,Financing Relationship,New York,,2026-05-19,2026-05-19,7,1,86,Stable,0,Persistent,64,77,86,83
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Hines -> New York,Financing Relationship,New York,,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,64,76,84,83
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Construction Financing - Other / Unknown - JLL Arranged $75M Construction Financing for Innovative Multi-Housing Development The VIC...,Construction Financing,Other / Unknown,Multifamily,2026-05-18,2026-05-18,19,0,89,Weakening,0,Fading,63,79,67,77
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,Camden Property Trust,Development Capital Deployment,Other / Unknown,Apartment,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,62,75,84,63
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,GP / Developer,Hines,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,62,75,64,75
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Refinancing - New York - JLL Capital Markets Announced They Arranged a $141.8M Refinancing for Premier Luxury River...,Refinancing,New York,Multifamily,2026-05-19,2026-05-19,7,1,84,Stable,0,Persistent,62,75,64,75
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,High Street Residential,Development Capital Deployment,Other / Unknown,Apartment,2026-05-19,2026-05-19,7,1,83,Stable,0,Persistent,62,75,84,62
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,"BTR / Build-to-Rent - Other / Unknown - Cushman & Wakefield Brokers $26.4M Sale of Build-to-Rent Community in Matteson, Illinois -> cushman",Financing Relationship,Other / Unknown,,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,62,73,82,81
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Sun Belt -> CBRE,Financing Relationship,Sun Belt,,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,62,72,82,81
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,JLL -> JLL,Financing Relationship,Sun Belt,,2026-05-19,2026-05-19,7,1,78,Stable,0,Persistent,62,72,82,80
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,Blackstone,Capital Inflow,New York,General Residential,2026-05-14,2026-05-19,50,1,98,Stable,0,Persistent,61,83,92,68
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Refinancing - New York - Barings Refis Williamsburg Wharf With $374M Loan,Refinancing,New York,Apartment,2026-05-19,2026-05-19,7,1,81,Stable,0,Persistent,61,73,63,73
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Institutional Capital Partner,camden,Entitlement / Permitting,Other / Unknown,Apartment,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,61,72,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,cushman,BTR / Build-to-Rent,Other / Unknown,BTR / Single-Family Rental,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,61,72,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,General Project Signal - Other / Unknown - Walker & Dunlop Arranges Equity Syndication for Colorado Affordable Multifamily Community... -> walker & dunlop,Financing Relationship,Other / Unknown,,2026-05-19,2026-05-19,7,1,76,Stable,0,Persistent,61,70,80,79
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,GP / Developer,Blackstone,acquisition; refinancing; JV / partnership; capital raise,New York,General Residential,2026-05-14,2026-05-19,50,1,97,Stable,0,Persistent,60,82,71,80
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Market / Region,Florida,Financing Risk,Florida,,2026-05-14,2026-05-19,31,1,95,Stable,0,Persistent,60,81,70,79
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Blackstone -> Blackstone,Capital Flow,New York,,2026-05-14,2026-05-19,50,1,94,Stable,0,Persistent,60,80,90,67
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,"Construction Financing - New York - Merchants Capital, New York City Provide $42M for Brooklyn Affordable Housing",Construction Financing,New York,Affordable Housing,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,60,72,62,73
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Refinancing - New York - Dermot Co. Receives $355M Loan for Refinancing of Upper Manhattan Apartment Tower,Refinancing,New York,Affordable Housing,2026-05-19,2026-05-19,7,1,80,Stable,0,Persistent,60,72,62,73
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Lender / Debt Provider,CBRE,Acquisition,Sun Belt,Multifamily,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,60,71,82,61
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,GP / Developer,Hines,refinancing; JV / partnership,New York,Multifamily,2026-05-19,2026-05-19,7,1,79,Stable,0,Persistent,60,71,62,73
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,Disposition / Exit - California - Southern Land Company Launches Mortgage Division,Disposition / Exit,California,General Residential,2026-05-19,2026-05-19,7,1,76,Stable,0,Persistent,60,70,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Deal / Project,General Project Signal - Los Angeles - Soaring above the 17-acre One Beverly Hills site,General Project Signal,Los Angeles,General Residential,2026-05-19,2026-05-19,7,1,76,Stable,0,Persistent,60,70,60,51
2026-05-19,20260519-101015-3b20d522,2026-05-19 10:10:15,Relationship Edge,Acquisition - Other / Unknown - Mapletree Pays $100M for 97-Acre Future Logistics Site in Central Jersey -> JLL,Financing Relationship,Other / Unknown,,2026-05-14,2026-05-14,24,0,74,Weakening,0,Fading,60,68,80,79
