run_date,run_id,file_name,file_type,category,generated_status,row_count_or_section_count,last_updated,short_description,recommended_reader
2026-05-19,20260519-101015-3b20d522,asset_parcel_intelligence.csv,CSV,Deal / Asset Intelligence,Generated,60,2026-05-19 10:10:20,"Asset, parcel, address, sponsor, and site-level clues.",Development Team
2026-05-19,20260519-101015-3b20d522,la_asset_watch.csv,CSV,Deal / Asset Intelligence,Generated,39,2026-05-19 10:10:18,LA and Southern California asset watchlist.,US Local Team
2026-05-19,20260519-101015-3b20d522,project_identity.csv,CSV,Deal / Asset Intelligence,Generated,472,2026-05-19 10:10:20,Canonical project identity resolution.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,persistent_asset_memory.csv,CSV,Historical Memory,Generated,101,2026-05-19 10:10:20,Persistent project memory across runs.,Development Team
2026-05-19,20260519-101015-3b20d522,la_persistent_asset_watch.csv,CSV,Historical Memory,Generated,66,2026-05-19 10:10:20,Persistent LA and Southern California asset watch.,US Local Team
2026-05-19,20260519-101015-3b20d522,entitlement_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,13,2026-05-19 10:10:17,"Zoning, permitting, entitlement, and approval signals.",Development Team
2026-05-19,20260519-101015-3b20d522,la_entitlement_watch.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,9,2026-05-19 10:10:17,LA and California entitlement watchlist.,US Local Team
2026-05-19,20260519-101015-3b20d522,development_lifecycle.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,60,2026-05-19 10:10:20,Development lifecycle stage classification.,Development Team
2026-05-19,20260519-101015-3b20d522,lifecycle_transition.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,60,2026-05-19 10:10:20,Lifecycle progression and stall tracking.,Development Team
2026-05-19,20260519-101015-3b20d522,timing_intelligence.csv,CSV,Entitlement / Lifecycle Intelligence,Generated,33,2026-05-19 10:10:17,"Timing signals for refinancing, delivery, permitting, and entry windows.",Strategy Team
2026-05-19,20260519-101015-3b20d522,market_entry_window.csv,CSV,Strategy Briefing,Generated,8,2026-05-19 10:10:17,Market entry window scoring by region.,Investment Team
2026-05-19,20260519-101015-3b20d522,gp_watchlist.csv,CSV,GP / Institutional Intelligence,Generated,5,2026-05-19 10:10:16,Emerging GP ranking and watchlist.,Strategy Team
2026-05-19,20260519-101015-3b20d522,gp_intelligence.csv,CSV,GP / Institutional Intelligence,Generated,5,2026-05-19 10:10:16,Developer and GP intelligence signals.,Strategy Team
2026-05-19,20260519-101015-3b20d522,institutional_relationships.csv,CSV,GP / Institutional Intelligence,Generated,5,2026-05-19 10:10:16,Institutional relationship and capital-flow scoring.,Strategy Team
2026-05-19,20260519-101015-3b20d522,relationship_graph.csv,CSV,GP / Institutional Intelligence,Generated,67,2026-05-19 10:10:20,"Developer, lender, capital partner, and market relationship edges.",Strategy Team
2026-05-19,20260519-101015-3b20d522,regional_intelligence.csv,CSV,Strategy Briefing,Generated,13,2026-05-19 10:10:16,Market and regional intelligence summary.,US Local Team
2026-05-19,20260519-101015-3b20d522,residential_sector_intelligence.csv,CSV,Strategy Briefing,Generated,11,2026-05-19 10:10:16,Residential sector coverage beyond multifamily.,Strategy Team
2026-05-19,20260519-101015-3b20d522,historical_memory.csv,CSV,Historical Memory,Generated,291,2026-05-19 10:10:16,Recurring entities and signals across runs.,Strategy Team
2026-05-19,20260519-101015-3b20d522,capital_flow_memory.csv,CSV,Historical Memory,Generated,67,2026-05-19 10:10:16,Capital-flow memory and lender recurrence tracking.,Finance / Treasury
2026-05-19,20260519-101015-3b20d522,relationship_persistence.csv,CSV,Historical Memory,Generated,97,2026-05-19 10:10:17,"Recurring GP, lender, and capital relationships.",Strategy Team
2026-05-19,20260519-101015-3b20d522,pipeline_manifest.csv,CSV,Quality Control,Generated,58,2026-05-19 10:10:20,Index of major outputs and their status.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,pipeline_manifest.md,Markdown,Quality Control,Generated,3,2026-05-19 10:10:20,Human-readable pipeline output index.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,pipeline_health.csv,CSV,Quality Control,Generated,137,2026-05-19 10:10:20,Machine-readable pipeline health checks.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,pipeline_health_report.md,Markdown,Quality Control,Generated,6,2026-05-19 10:10:20,Human-readable pipeline health report.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,error_log.csv,CSV,Quality Control,Generated,4003,2026-05-19 10:10:20,Append-only log of non-fatal warnings and errors.,Technical / Maintenance
2026-05-19,20260519-101015-3b20d522,run_summary.md,Markdown,Quality Control,Generated,5,2026-05-19 10:10:20,Short beginner-friendly summary of the latest run.,Executive
