run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_transition_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,previous_stage,current_stage,previous_stage_rank,current_stage_rank,transition_type,stage_change,days_since_first_seen,days_since_last_seen,observation_count,progression_score,stall_risk_score,execution_momentum_label,woomi_timing_relevance,recommended_transition_follow_up,evidence_article_title,source,url,confidence_level
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0055,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,80,LCT-20260705-026,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,California,California,Apartment,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,63,31,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,REBusiness Online,https://rebusinessonline.com/gantry-arranges-15-4m-in-financing-for-two-retail-properties-in-monterey-bay-region/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0053,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",100,LCT-20260705-023,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,Affordable Housing,PEF Advisors,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,63,27,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Connect CRE Orange County,https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0170,Operational / Property Management Tech - Other / Unknown - Beyond efficiency: How leading multifamily operators are putting AI to work,80,LCT-20260705-080,General Project Signal - Other / Unknown - Multifamily Absorption Rate Remains Below 50%,Unknown,Unknown,Apartment,Unknown,Delivery / Opening,Delivery / Opening,13,13,Mature / Operating,0,1,1,2,63,11,Mature,Relevant to construction timing,"Use as delivery, lease-up, and underwriting benchmark",Multifamily Absorption Rate Remains Below 50%,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/multifamily-absorption-rate-remains-below-50/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0035,Construction Financing - National - Azorim Secures $69M Construction Loan for Yonkers Development,100,LCT-20260705-010,Construction Financing - National - Azorim Secures $69M Construction Loan for Yonkers Development,Unknown,America,Apartment,Walker & Dunlop,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,57,29,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Azorim Secures $69M Construction Loan for Yonkers Development,Commercial Observer,https://commercialobserver.com/2026/07/azorim-construction-loan-yonkers-development/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0062,Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,100,LCT-20260705-009,Refinancing - Denver / Colorado - Prime Finance Refis Denver-Area Apartments With $46M Loan,Unknown,Denver,Apartment,Walker & Dunlop,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,57,29,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Prime Finance Refis Denver-Area Apartments With $46M Loan,Commercial Observer,https://commercialobserver.com/2026/07/prime-finance-denver-colorado-apartments/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0090,"New Building Permits Filed For 4148 24th Street, San Francisco",80,LCT-20260705-032,"New Building Permits Filed For 4148 24th Street, San Francisco",San Francisco / California,Los Angeles,Mixed-Use Residential,,Building Permit / Construction Permit,Building Permit / Construction Permit,8,8,Same Stage Persistence,0,1,1,2,55,10,Stable,Relevant to construction timing,Monitor for another run to confirm lifecycle direction,"New Building Permits Filed For 4148 24th Street, San Francisco",SF YIMBY,https://sfyimby.com/2026/07/new-building-permits-filed-for-4148-24th-street-san-francisco.html,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0157,Construction Financing - Miami / Florida - LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments,80,LCT-20260705-063,Construction Financing - Miami / Florida - LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments,Unknown,South Florida,Apartment,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,53,30,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/lcor-inks-192-5m-construction-loan-for-biscayne-bay-apartments/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0166,"Development Start - Texas - Core Spaces Advancing 2,201-Bed Texas A&M Student Housing Venture",80,LCT-20260705-064,Refinancing - Texas - Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,Texas,Texas,Apartment,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,53,30,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,Connect CRE Texas,https://www.connectcre.com/stories/dwight-capital-closes-two-corpus-christi-loans-totaling-96m/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0135,Refinancing - Phoenix / Arizona - Obra Supplies $31M Refi on Arizona Northrop Grumman-Leased Office Property,80,LCT-20260705-069,Refinancing - Phoenix / Arizona - Obra Supplies $31M Refi on Arizona Northrop Grumman-Leased Office Property,Unknown,Phoenix,General Residential,Unknown,Refinancing / Recapitalization,Refinancing / Recapitalization,16,16,Same Stage Persistence,0,1,1,2,52,29,Stable,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Obra Supplies $31M Refi on Arizona Northrop Grumman-Leased Office Property,Commercial Observer,https://commercialobserver.com/2026/07/obra-arizona-northrop-grumman-office-property/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0125,Operational / Property Management Tech - Other / Unknown - Beyond efficiency: How leading multifamily operators are putting AI to work,80,LCT-20260705-017,"Affordable Housing Approved For 175 Marinwood Avenue, Marin County",Other / Unknown,Unknown,Affordable Housing,,No Previous Record,Entitled / Approved,0,7,Newly Detected Project,7,0,0,1,51,11,Unknown,Relevant to entitlement timing,Monitor for another run to confirm lifecycle direction,"Affordable Housing Approved For 175 Marinwood Avenue, Marin County",SF YIMBY,https://sfyimby.com/2026/07/affordable-housing-approved-for-175-marinwood-avenue-marin-county.html,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0072,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,100,LCT-20260705-004,Office-to-Residential Conversion - Los Angeles / California - New details for plans to convert L.A. World Trade center into affordable housing,Unknown,L.A.,Affordable Housing,Kennedy Wilson,Early Site Signal,Early Site Signal,1,1,Same Stage Persistence,0,1,1,2,50,37,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,New details for plans to convert L.A. World Trade center into affordable housing,Urbanize LA,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0132,Acquisition - Phoenix / Arizona - Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,100,LCT-20260705-005,Acquisition - Phoenix / Arizona - Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,Unknown,Phoenix,Apartment,CBRE,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,1,1,2,50,36,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,Connect CRE,https://www.connectcre.com/stories/inland-real-estate-offloads-lakewood-apartment-community-for-71-5m/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0060,General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...,100,LCT-20260705-007,General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...,Unknown,Dallas,Mixed-Use Residential,JPI,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,1,1,2,50,36,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Community in Pearson Ranch Mixed-Use Community,Yield PRO,https://yieldpro.com/2026/07/pearson-ranch/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0132,Acquisition - Phoenix / Arizona - Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,100,LCT-20260705-006,Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,Phoenix / Arizona,Phoenix,Apartment,CBRE,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,1,1,2,50,36,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,Inland Real Estate Group Offloads Lakewood Apartment Community for $71.5M,Connect CRE,https://www.connectcre.com/stories/inland-real-estate-offloads-lakewood-apartment-community-for-71-5m/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0050,General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,100,LCT-20260705-003,General Project Signal - California - Northmarq Secures Fannie Mae DUS Financing for National City Apartments,California,California,Apartment,Fannie Mae,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,50,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Northmarq Secures Fannie Mae DUS Financing for National City Apartments,Connect CRE,https://www.connectcre.com/stories/northmarq-secures-fannie-mae-dus-financing-for-national-city-apartments/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0085,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing...",100,LCT-20260705-011,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",California,Los Angeles,Affordable Housing,Kennedy Wilson,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,50,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,"Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",Connect CRE California,https://www.connectcre.com/stories/kennedy-wilson-jamison-partner-to-deliver-4000-affordable-units-across-la/,Medium
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0064,62 apartments underway at 11103 Hartsook Ave. in North Hollywood,80,LCT-20260705-020,62 apartments underway at 11103 Hartsook Ave. in North Hollywood,Los Angeles / California,Hollywood,Apartment,,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,1,1,2,49,36,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,62 apartments underway at 11103 Hartsook Ave. in North Hollywood,Urbanize LA,https://la.urbanize.city/post/62-apartments-underway-11103-hartsook-ave-north-hollywood,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0085,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing...",100,LCT-20260705-014,"Office-to-Residential Conversion - Los Angeles / California - Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing...",California,Los Angeles,Affordable Housing,Kennedy Wilson,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,49,31,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,"Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing Push",Bisnow,https://www.bisnow.com/los-angeles/news/construction-development/kennedy-wilson-jamison-team-up-on-dtla-world-trade-center-resi-conversion-135254,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0060,General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...,100,LCT-20260705-019,General Project Signal - Dallas / Texas - JPI Moving Forward on $113M McKinney Apartment Venture,Unknown,Dallas,Apartment,JPI,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,49,30,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,JPI Moving Forward on $113M McKinney Apartment Venture,Connect CRE Texas,https://www.connectcre.com/stories/jpi-moving-forward-on-113m-mckinney-apartment-venture/,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0060,General Project Signal - Dallas / Texas - JPI Closes 9.32-Acre Development Site in Austin Plans 342-Unit Class A Multifamily Communi...,100,LCT-20260705-016,General Project Signal - Dallas / Texas - JPI to Start Work on $90M Austin Apartment Project,Unknown,Dallas,Mixed-Use Residential,JPI,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,49,30,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,JPI to Start Work on $90M Austin Apartment Project,Connect CRE Texas,https://www.connectcre.com/stories/jpi-to-start-work-on-90m-austin-apartment-project/,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0170,Operational / Property Management Tech - Other / Unknown - Beyond efficiency: How leading multifamily operators are putting AI to work,80,LCT-20260705-049,"Entitlement / Permitting - Other / Unknown - Affordable Housing Approved For 175 Marinwood Avenue, Marin County",Unknown,Unknown,Affordable Housing,Unknown,No Previous Record,Entitled / Approved,0,7,Newly Detected Project,7,0,0,1,49,13,Unknown,Relevant to entitlement timing,Monitor for another run to confirm lifecycle direction,"Affordable Housing Approved For 175 Marinwood Avenue, Marin County",SF YIMBY,https://sfyimby.com/2026/07/affordable-housing-approved-for-175-marinwood-avenue-marin-county.html,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0102,Construction Financing - Miami / Florida - LCOR Lands $193M for Miami Rental Tower,80,LCT-20260705-028,Construction Financing - Miami / Florida - LCOR Lands $193M for Miami Rental Tower,Unknown,Miami,Multifamily,Unknown,Site Acquisition / Site Control,Site Acquisition / Site Control,2,2,Same Stage Persistence,0,1,1,2,48,41,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,LCOR Lands $193M for Miami Rental Tower,Commercial Observer,https://commercialobserver.com/2026/07/lcor-miami-1775-biscayne-natixis/,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0088,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-033,City Council upholds approval of mixed-use project at 1410 Main St. in Venice,Los Angeles / California,Los Angeles,Affordable Housing,,Entitlement Under Review,Entitlement Under Review,6,6,Same Stage Persistence,0,1,1,2,48,39,Stable,Relevant to entitlement timing,Monitor for another run to confirm lifecycle direction,City Council upholds approval of mixed-use project at 1410 Main St. in Venice,Urbanize LA,https://la.urbanize.city/post/city-council-upholds-approval-mixed-use-project-1410-main-st-venice,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0088,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-025,New details for plans to convert L.A. World Trade center into affordable housing,Los Angeles / California,Los Angeles,Affordable Housing,,Early Site Signal,Early Site Signal,1,1,Same Stage Persistence,0,1,1,2,48,36,Stable,General monitoring,Monitor for another run to confirm lifecycle direction,New details for plans to convert L.A. World Trade center into affordable housing,Urbanize LA,https://la.urbanize.city/post/new-details-plans-convert-la-world-trade-center-affordable-housing,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0070,Refinancing - Houston / Texas - DLP Real Estate Capital Refinances Two Property Houston Multifamily Portfolio with $118M N...,80,LCT-20260705-056,Refinancing - Houston / Texas - DLP Real Estate Capital Refinances Two Property Houston Multifamily Portfolio with $118M N...,Unknown,Houston,Apartment,Unknown,No Previous Record,Refinancing / Recapitalization,0,16,Newly Detected Project,16,0,0,1,48,30,Unknown,Relevant to refinancing / recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",DLP Real Estate Capital Refinances Two Property Houston Multifamily Portfolio with $118M Note,Yield PRO,https://yieldpro.com/2026/07/elan-memorial-park/,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0049,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LCT-20260705-030,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,California,Apartment,CBRE,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,48,29,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0152,Construction Financing - Santa Monica / California - Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,80,LCT-20260705-052,Construction Financing - Santa Monica / California - Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,Unknown,Santa Monica,Affordable Housing,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,35,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,Urbanize LA,https://la.urbanize.city/post/construction-commences-mixed-use-project-2025-and-2051-wilshire-santa-monica,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0087,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-043,Entitlement / Permitting - Los Angeles / California - 62 apartments underway at 11103 Hartsook Ave. in North Hollywood,California,Los Angeles,Apartment,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,32,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,62 apartments underway at 11103 Hartsook Ave. in North Hollywood,Urbanize LA,https://la.urbanize.city/post/62-apartments-underway-11103-hartsook-ave-north-hollywood,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0087,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-044,Entitlement / Permitting - Los Angeles / California - Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,California,Los Angeles,Affordable Housing,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,32,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-1734-s-barrington-ave-sawtelle,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0087,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-045,Entitlement / Permitting - Los Angeles / California - City Council upholds approval of mixed-use project at 1410 Main St. in Venice,California,Los Angeles,Affordable Housing,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,32,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,City Council upholds approval of mixed-use project at 1410 Main St. in Venice,Urbanize LA,https://la.urbanize.city/post/city-council-upholds-approval-mixed-use-project-1410-main-st-venice,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0087,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,80,LCT-20260705-046,Entitlement / Permitting - Los Angeles / California - Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,California,Los Angeles,Apartment,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,32,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,Urbanize LA,https://la.urbanize.city/post/developer-revises-proposal-apartments-4728-san-fernando-rd-glendale,Low
2026-07-05,20260705-000252-290c6e5e,PRJ-20260705-0055,Refinancing - California - Gantry Arranges $15.4M in Financing for Two Retail Properties in Monterey Bay Region,80,LCT-20260705-039,General Project Signal - California - Affordable housing commences work at 825 Hyperion Ave. in Silver Lake,California,California,Affordable Housing,Unknown,Unknown Stage,Unknown Stage,0,0,Unknown Transition,0,1,1,2,47,32,Unknown,General monitoring,Monitor for another run to confirm lifecycle direction,Affordable housing commences work at 825 Hyperion Ave. in Silver Lake,Urbanize LA,https://la.urbanize.city/post/affordable-housing-commences-work-825-hyperion-ave-silver-lake,Low
