run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,Disposition / Seller,San Francisco / California,Disposition / Exit,2026-06-23,2026-06-25,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Houston,Market Expansion,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,Pricing / Valuation Signal,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,JV / Partnership,Riverside / California,JV / Partnership,2026-06-04,2026-06-04,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,Innovation / Construction Strategy,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,Capital Flow,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,California,Disposition / Seller,San Francisco / California,Disposition / Exit,2026-06-23,2026-06-25,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Blackstone,Blackstone,Capital Flow,Sun Belt,Operational / Property Management Tech,2026-05-20,2026-05-27,11,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Brookfield,Brookfield,Acquisition / Buyer,Los Angeles / California,Acquisition,2026-06-14,2026-06-17,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Brookfield,National,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Brookfield,Brookfield,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Brookfield,Los Angeles,Acquisition / Buyer,National,Acquisition,2026-05-21,2026-05-26,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,Brookfield,Los Angeles,Acquisition / Buyer,Los Angeles / California,Acquisition,2026-06-14,2026-06-17,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,Los Angeles,Disposition / Seller,Los Angeles / California,Disposition / Exit,2026-06-04,2026-06-09,30,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,California,Disposition / Seller,California,Disposition / Exit,2026-06-04,2026-07-05,130,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,4
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,CBRE,Disposition / Seller,Seattle,Disposition / Exit,2026-06-12,2026-07-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,Seattle,Disposition / Seller,Seattle,Disposition / Exit,2026-06-12,2026-07-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,CBRE,Financing Relationship,Seattle,Disposition / Exit,2026-06-12,2026-07-05,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,CBRE,Financing Relationship,California,Disposition / Exit,2026-05-21,2026-07-05,70,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,2
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,Sun Belt,Acquisition / Buyer,Phoenix / Arizona,Acquisition,2026-07-03,2026-07-05,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,2
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,California,Acquisition / Buyer,California,Acquisition,2026-05-21,2026-06-04,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,California,Disposition / Seller,San Francisco / California,Disposition / Exit,2026-06-30,2026-07-02,9,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,CBRE,Financing Relationship,Los Angeles / California,Disposition / Exit,2026-06-02,2026-06-09,20,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,Los Angeles,General Association,Los Angeles / California,Office-to-Residential Conversion,2026-06-02,2026-06-04,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,CBRE,Financing Relationship,San Francisco / California,Disposition / Exit,2026-06-26,2026-07-02,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,California,Financing Relationship,San Francisco / California,Refinancing,2026-06-26,2026-06-29,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,CBRE,Los Angeles,Market Expansion,Los Angeles / California,Office-to-Residential Conversion,2026-06-02,2026-06-04,20,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,CBRE,Financing Relationship,California,Acquisition,2026-05-21,2026-05-26,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,JLL,Financing Relationship,California,Disposition / Exit,2026-05-19,2026-06-01,26,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,JV / Partnership,Riverside / California,JV / Partnership,2026-06-06,2026-07-05,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,Riverside,Disposition / Seller,Riverside / California,Disposition / Exit,2026-06-26,2026-07-02,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,Riverside,JV / Partnership,Riverside / California,JV / Partnership,2026-06-06,2026-07-05,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Entitlement / Permitting,Beverly Hills / California,Entitlement / Permitting,2026-06-20,2026-06-23,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Entitlement / Permitting,California,Entitlement / Permitting,2026-05-19,2026-05-27,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,San Francisco,Entitlement / Permitting,San Francisco / California,Entitlement / Permitting,2026-06-01,2026-07-05,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Market Expansion,California,General Project Signal,2026-05-19,2026-06-30,60,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Acquisition / Buyer,Beverly Hills / California,Acquisition,2026-06-16,2026-06-22,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Disposition / Seller,Riverside / California,Disposition / Exit,2026-06-26,2026-07-02,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Financing Relationship,California,Refinancing,2026-05-26,2026-07-05,24,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,Beverly Hills,Acquisition / Buyer,Beverly Hills / California,Acquisition,2026-06-18,2026-06-22,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Market Expansion,San Francisco / California,General Project Signal,2026-06-08,2026-07-02,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,JV / Partnership,California,JV / Partnership,2026-05-27,2026-07-03,7,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Acquisition / Buyer,California,Acquisition,2026-05-21,2026-06-30,33,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Market Expansion,Santa Monica / California,General Project Signal,2026-06-04,2026-06-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,San Francisco,Market Expansion,San Francisco / California,General Project Signal,2026-06-08,2026-07-02,10,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,northmarq,Financing Relationship,California,Disposition / Exit,2026-05-22,2026-05-27,9,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,San Francisco,JV / Partnership,California,JV / Partnership,2026-05-27,2026-05-30,4,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,San Francisco,Entitlement / Permitting,California,Entitlement / Permitting,2026-05-19,2026-05-27,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Entitlement / Permitting,San Francisco / California,Entitlement / Permitting,2026-06-01,2026-07-05,11,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Development Activity,California,Development Start,2026-06-04,2026-06-07,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,Santa Monica,Market Expansion,Santa Monica / California,General Project Signal,2026-06-04,2026-06-05,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,California,California,Disposition / Seller,California,Disposition / Exit,2026-05-20,2026-06-25,24,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,"Construction Financing - Other / Unknown - Apex Development, Knickpoint Ventures Secure $60M Financing for Bronx Charter School","Construction Financing - Other / Unknown - Apex Development, Knickpoint Ventures Secure $60M Financing for Bronx Charter School",Financing Relationship,Other / Unknown,Construction Financing,2026-06-19,2026-06-22,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-07-05,20260705-000252-290c6e5e,2026-07-05 00:02:52,"Construction Financing - Other / Unknown - Integritas Capital, Kriss Capital Provide $220M Construction Loan in Jersey City","Construction Financing - Other / Unknown - Integritas Capital, Kriss Capital Provide $220M Construction Loan in Jersey City",Financing Relationship,Other / Unknown,Construction Financing,2026-06-12,2026-06-15,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
