run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-07-14,20260714-235420-7185f37b,CARD-20260714-021,GP Watch,Holland Partner Group,Critical,80,California,Apartment,Holland Partner Group,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-011,Distress,refinancing stress,Critical,80,California,Apartment,Freddie Mac,Refinancing; refinancing,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://yieldpro.com/2026/07/northwoods-apartments/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-012,Distress,construction loan gap,High,77,California,Apartment,Dwight Mortgage Trust,Construction Financing; construction loan,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://www.connectcre.com/stories/dwight-provides-largest-construction-loan-in-company-history-for-gilroy-multifamily/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-028,Market Entry Window,Texas,High,75,Texas,80,Unknown,Selective Entry Window,active opportunity radar signals; possible distress or recapitalization watch; capital-flow or institutional activity signal,Monitor refinancing and distress pipeline,market_entry_window_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-022,GP Watch,Freddie Mac,High,73,California,Apartment,Freddie Mac,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,gp_watchlist_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-032,Lifecycle Watch,General Project Signal - Los Angeles / California - 157-unit affordable housing complex rising at 7408 S. Figueroa Street,High,73,California,Affordable Housing,Unknown,Newly Detected Project,Lifecycle transition affects timing and project execution confidence.,Monitor for another run to confirm lifecycle direction,lifecycle_transition_report.md,https://la.urbanize.city/post/157-unit-affordable-housing-complex-rising-7408-s-figueroa-street
2026-07-14,20260714-235420-7185f37b,CARD-20260714-023,GP Watch,CBRE,High,71,Phoenix / Arizona,Apartment,CBRE,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,gp_watchlist_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-013,Distress,refinancing stress,High,71,New York,Multifamily,JLL,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://rebusinessonline.com/jll-secures-332m-refinancing-for-luxury-multifamily-tower-in-chicago/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-024,GP Watch,JLL,High,69,New York,Mixed-Use Residential,JLL,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-033,Lifecycle Watch,LCOR Inks $192.5M Construction Loan for Biscayne Bay Apartments,High,69,Miami / Florida,Apartment,Unknown,Same Stage Persistence,Lifecycle transition affects timing and project execution confidence.,Monitor for another run to confirm lifecycle direction,lifecycle_transition_report.md,https://www.connectcre.com/stories/lcor-inks-192-5m-construction-loan-for-biscayne-bay-apartments/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-025,GP Watch,AvalonBay,High,68,Miami / Florida,Mixed-Use Residential,AvalonBay,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,gp_watchlist_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-014,Distress,construction loan gap,High,67,Miami / Florida,Mixed-Use Residential,JLL,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://www.connectcre.com/stories/s3-originates-111m-construction-loan-for-edgewater-rental-community/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-034,Lifecycle Watch,Construction Financing - California - Dwight Provides Largest Construction Loan in Company History for Gilroy Multifamily,High,65,California,Apartment,Dwight Mortgage Trust,Same Stage Persistence,Lifecycle transition affects timing and project execution confidence.,"Track maturity, lender, recapitalization need, and potential JV angle",lifecycle_transition_report.md,https://www.connectcre.com/stories/dwight-provides-largest-construction-loan-in-company-history-for-gilroy-multifamily/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-015,Distress,refinancing stress,Medium,63,Houston / Texas,Mixed-Use Residential,JLL,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",distress_watchlist_report.md,https://commercialobserver.com/2026/07/affinius-capital-provides-35m-refi-for-mixed-use-grocery-office-asset-near-houston/
2026-07-14,20260714-235420-7185f37b,CARD-20260714-038,Source Health,Critical source validation warnings,Medium,59,National / Other,General Residential,Unknown,14 source(s) failed validation.,Source reliability affects dashboard signal confidence.,Review failed critical feeds and manual-review queue,source_activation_report.md,
2026-07-14,20260714-235420-7185f37b,CARD-20260714-029,Entitlement Watch,Building Permit / Construction Permit,Medium,55,Los Angeles / California,Affordable Housing,Unknown,General regulatory watch,Entitlement and permitting can affect site timing and execution risk.,Track construction-ready pipeline and comparable sponsor execution,entitlement_intelligence_report.md,https://la.urbanize.city/post/affordable-housing-starts-work-11031-aqua-vista-street-studio-city
2026-07-14,20260714-235420-7185f37b,CARD-20260714-030,Entitlement Watch,Entitlement Approval,Medium,55,Los Angeles / California,Affordable Housing,Unknown,General regulatory watch,Entitlement and permitting can affect site timing and execution risk.,Track construction-ready pipeline and comparable sponsor execution,entitlement_intelligence_report.md,https://la.urbanize.city/post/affordable-housing-commences-work-5637-s-broadway
2026-07-14,20260714-235420-7185f37b,CARD-20260714-031,Entitlement Watch,Density Bonus / TOC,Medium,53,Other / Unknown,Apartment,Unknown,Density incentive,Entitlement and permitting can affect site timing and execution risk.,Benchmark density bonus / TOC use and project economics,entitlement_intelligence_report.md,https://www.bisnow.com/chicago/news/multifamily/chicagos-older-apartments-are-running-out-of-room-to-raise-rent-135389
